# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24

  215,20160229,   30,   28,   30,   50,   10,    0,   24,   90,   10,   15,  -36,   23,   64,   14,  -60,   24,   68,   63,  978,    0,    0,    0,    1,10253,10264,    8,10244,    4,   14,   24,   80,   11,    2,   82,   98,   22,   58,   15,   11
  215,20160301,  198,   57,   60,   90,   12,   10,    1,  150,   14,   34,  -49,    1,   88,   23,  -67,    6,    0,    0,  206,   75,   87,   25,   15,10124,10242,    1,10015,   24,   14,    1,   61,    5,    8,   93,   98,    3,   82,    7,    2
  215,20160302,  249,   53,   61,  100,   13,   20,   17,  210,    6,   55,   26,   16,   90,    1,   24,   24,   35,   32,  645,   58,   98,   31,   16, 9959,10005,    1, 9922,   17,   24,    6,   75,    8,    7,   85,   95,   16,   66,   12,    8
  215,20160303,  308,   13,   32,   60,   11,   10,    3,  110,    1,   37,   -1,    7,   77,   12,  -13,    6,   75,   68,  993,    0,   -1,   -1,    1,10014,10054,   18, 9951,    2,   49,    7,   80,   12,    5,   83,   98,    7,   62,   16,   12
  215,20160304,  145,   31,   40,   80,    6,   10,   15,  150,    7,   22,  -22,   24,   65,   16,  -41,   24,   16,   14,  278,   91,  100,   24,    9, 9938,10009,    1, 9908,   13,    7,   24,   70,    1,    7,   92,  100,   24,   81,   16,    3
  215,20160305,  202,   17,   20,   40,   15,    0,    3,   60,   12,   23,  -36,    5,   79,   13,  -52,    6,   51,   46,  788,    0,   -1,   -1,    1, 9962, 9979,   22, 9943,    3,    4,    2,   80,   11,    4,   87,   99,    2,   65,   15,    9
  215,20160306,  315,   17,   25,   60,   15,    0,    5,  110,   15,   33,   -9,    6,   68,   14,  -17,    6,   33,   30,  646,   25,   30,   15,   11,10004,10025,   23, 9980,    1,    1,    6,   75,   14,    7,   89,   99,    5,   77,   16,    8
  215,20160307,  299,   17,   21,   40,   12,   10,    3,   70,   20,   27,   -2,    8,   60,   12,  -10,   24,   90,   80, 1206,   30,   69,   26,    5,10059,10115,   24,10022,    2,    9,    5,   75,   11,    5,   89,   99,    5,   73,   11,   14
  215,20160308,  221,   29,   37,   60,   14,   10,    1,   90,   14,   44,   -3,    1,   76,   11,  -14,    6,   53,   47,  916,    0,   -1,   -1,    1,10134,10151,   12,10096,   24,   61,    1,   80,   13,    6,   82,   97,    1,   67,   13,   11
  215,20160309,  130,   65,   69,  100,   12,   40,   20,  150,   11,   53,   25,   24,   84,   14,    9,   24,   63,   55, 1041,    0,    0,    0,    1,10051,10109,   24,10019,   10,   66,   24,   82,   14,    8,   69,   78,    4,   54,   14,   13
  215,20160310,   68,   34,   35,   40,    8,   20,    2,   70,    8,   45,   -7,    4,   88,   14,  -23,    6,  100,   87, 1236,    0,    0,    0,    1,10199,10261,   24,10120,    1,   56,   24,   66,    1,    6,   74,   85,    4,   59,   13,   15
  215,20160311,   63,   34,   35,   50,   13,   20,   24,   80,   13,   41,    7,   24,   84,   13,  -14,   24,  100,   87, 1328,    0,    0,    0,    1,10288,10309,   22,10264,    1,   22,   24,   58,   13,    0,   88,   95,   24,   77,   11,   16
  215,20160312,   78,   25,   27,   40,   20,   20,    1,   70,   21,   40,   -6,    7,   93,   15,  -31,   12,  107,   92, 1378,    0,    0,    0,    1,10315,10337,   24,10305,    2,   25,    1,   64,   19,    0,   81,   96,    1,   62,   16,   17
  215,20160313,   62,   48,   49,   60,   10,   30,    1,  100,   18,   41,   -3,    5,   90,   14,  -23,    6,  107,   92, 1462,    0,    0,    0,    1,10353,10365,    9,10337,    1,   56,   24,   76,   12,    0,   76,   87,   24,   64,   13,   18
  215,20160314,   56,   50,   53,   70,    9,   20,   24,  110,   14,   42,   -2,    6,   91,   15,  -10,    6,  107,   91, 1494,    0,    0,    0,    1,10338,10360,    7,10309,   24,   50,    1,   80,   18,    7,   74,   89,    1,   54,   13,   18
  215,20160315,   37,   31,   32,   50,   13,   10,    2,   90,   15,   49,  -14,    5,   79,   18,  -24,    6,    9,    8,  408,    0,   -1,   -1,    1,10291,10307,    1,10277,   17,   18,    5,   70,   16,    8,   93,   98,    4,   85,   17,    5
  215,20160316,   68,   54,   55,   80,   11,   30,   21,  140,   12,   51,   16,    7,   95,   15,    9,    6,   91,   77, 1366,    0,    0,    0,    1,10303,10315,   23,10289,    1,   60,    1,   81,   11,    1,   71,   91,    1,   52,   15,   17
  215,20160317,   29,   39,   43,   60,   17,   30,    1,   80,   11,   56,   14,    6,  112,   14,    2,    6,  108,   91, 1526,    0,    0,    0,    1,10293,10314,    8,10268,   24,   44,   22,   80,   13,    1,   76,   96,   22,   46,   13,   20
  215,20160318,  354,   42,   43,   60,   17,   30,    1,   90,   17,   56,   32,    1,   73,   16,   28,    6,    3,    3,  352,    0,    0,    0,    1,10242,10266,    1,10232,   16,   59,    5,   75,   20,    8,   90,   97,    5,   79,   22,    5
  215,20160319,    6,   49,   50,   70,    3,   40,    2,  110,    3,   64,   54,    6,   80,   14,   51,    6,    2,    2,  611,    0,    0,    0,    1,10239,10247,   10,10230,    5,   65,   20,   75,    3,    8,   78,   82,   22,   72,   12,    8
  215,20160320,  335,   40,   41,   60,   12,   20,    2,   90,    7,   66,   32,    2,   93,   11,   23,    6,   12,   10,  690,   22,   10,    3,    4,10221,10236,    1,10209,   16,   36,   18,   80,   11,    8,   91,   98,   18,   69,   11,    9
  215,20160321,  300,   41,   43,   60,   13,   20,    7,  100,   16,   72,   62,   24,   89,   12,   56,   24,    0,    0,  462,    7,    6,    5,    2,10202,10217,    9,10183,   24,   58,   16,   70,   12,    8,   89,   95,    2,   83,   12,    6
  215,20160322,  306,   39,   40,   60,   13,   20,   24,   90,   12,   73,   42,   24,  100,   11,   23,   24,   19,   15,  826,    0,    0,    0,    1,10159,10178,    1,10146,   24,   50,    6,   70,    2,    7,   91,   97,   21,   85,    4,   11
  215,20160323,  329,   40,   42,   60,    8,   20,   21,  100,    8,   76,   59,    1,   97,   14,   49,    6,   21,   17,  881,    2,    2,    2,    9,10146,10152,   22,10140,    3,   34,   24,   70,    9,    8,   93,   98,   24,   86,   14,   12
  215,20160324,  235,   43,   44,   80,   24,   20,    1,  130,   23,   79,   59,    7,  105,   13,   56,    6,    3,    2,  645,   36,   13,    4,   21,10132,10146,    1,10107,   24,   20,    6,   70,   20,    8,   85,   98,    6,   65,   16,    9
  215,20160325,  272,   35,   50,   70,    1,   10,   21,  130,    2,   66,    3,   23,   97,   15,  -17,   24,   39,   31,  885,   93,   62,   11,    6,10130,10183,   21,10084,    6,    1,   21,   68,   11,    6,   93,   99,   21,   80,   15,   12
  215,20160326,  173,   66,   69,  110,   12,   10,    3,  170,   11,   94,   -1,    4,  150,   16,  -27,    6,   95,   76, 1511,    5,    6,    6,   24,10102,10175,    1,10013,   23,    1,    2,   83,   17,    5,   78,  100,    1,   62,   16,   22
  215,20160327,  205,   65,   69,  110,   12,   40,    2,  190,   16,   87,   64,   19,  129,   14,   54,   24,   53,   42, 1057,   77,  113,   39,   18,10043,10061,   10,10008,   24,   58,   18,   81,   15,    6,   82,   96,    2,   58,   15,   15
  215,20160328,  207,   97,  109,  160,   12,   70,    1,  260,   11,   92,   76,   20,  114,   14,   69,   24,   73,   58, 1310,   24,   43,   32,    5, 9940, 9995,    1, 9886,    9,   60,    4,   75,    1,    5,   74,   85,    5,   57,   14,   19
  215,20160329,  231,   63,   67,  110,   12,   30,   21,  200,   12,   82,   58,    4,  111,   14,   56,    6,   72,   57, 1283,   44,  101,   36,   23,10039,10072,   18, 9982,    1,   50,    3,   80,   15,    7,   80,   93,    3,   65,   17,   18
  215,20160330,  247,   51,   53,   90,   11,   10,   22,  150,   10,   80,   51,   24,  104,   14,   38,   24,   81,   63, 1347,    0,   -1,   -1,    1,10089,10119,   23,10043,    1,   65,   23,   82,   17,    6,   79,   97,   24,   63,   17,   19
  215,20160331,   25,   27,   32,   60,   15,    0,    8,  100,   17,   77,   36,   24,  121,   13,   27,   24,   28,   22,  998,    0,   -1,   -1,    1,10145,10188,   24,10121,    1,   64,    5,   80,   13,    7,   82,   97,    1,   58,   13,   14
  215,20160401,   18,    5,   20,   40,   16,    0,   20,   60,    2,   68,   -6,    6,  134,   14,  -23,    6,   96,   74, 1726,    0,    0,    0,    1,10205,10224,   10,10186,   24,    1,    6,   82,   11,    4,   81,  100,    6,   46,   13,   23
  215,20160402,  124,   25,   29,   50,   17,   10,    3,   80,   22,  103,   67,    1,  128,   13,   60,    6,   12,    9,  960,   12,    2,    1,   22,10150,10184,    1,10097,   24,   61,    4,   76,   15,    8,   76,   94,    4,   59,   13,   14
  215,20160403,  157,    7,   39,   60,   11,   20,   19,  100,   12,  139,  116,   19,  173,   16,  106,   24,   75,   57, 1459,   40,   27,   15,   24,10080,10097,   10,10052,   24,   39,   24,   75,   11,    6,   83,   98,   24,   69,   15,   24
  215,20160404,  195,   25,   32,   70,   10,    0,   18,  130,   10,  120,   82,   24,  150,   15,   69,   24,   30,   23,  839,   35,   76,   35,    2,10049,10059,   19,10034,    3,    3,    4,   80,   15,    7,   85,   99,    4,   67,   16,   13
  215,20160405,  249,   30,   35,   70,   14,   10,    1,  110,   15,   94,   67,   24,  120,   13,   54,    6,   27,   20,  960,    0,    0,    0,    1,10071,10098,   24,10049,    3,   32,    4,   75,   12,    6,   89,   98,    3,   80,   12,   14
  215,20160406,  226,   68,   70,  100,   10,   30,    1,  180,   17,   85,   46,    3,  109,   11,   33,    6,   24,   18,  679,   46,   75,   33,   15,10065,10096,    1,10037,   17,   25,   14,   80,    9,    6,   85,   98,    3,   65,    9,   10
  215,20160407,  249,   60,   60,   80,    1,   20,   21,  140,   10,   76,   38,   24,   98,   15,   23,   24,   57,   43, 1232,    5,    4,    1,   11,10079,10110,   24,10051,    2,   65,   23,   80,   15,    6,   77,   95,   24,   66,   15,   17
  215,20160408,  259,   16,   21,   60,   13,    0,   20,   90,   13,   60,   10,    3,  113,   14,   -4,    6,   57,   43, 1141,    4,    1,    1,    6,10111,10122,    8,10096,   24,    1,   21,   75,   10,    3,   90,   99,    3,   72,   10,   15
  215,20160409,  177,   29,   33,   60,   11,   10,    1,  100,   12,   92,   17,    1,  149,   14,   -4,    6,   44,   33, 1315,   10,    6,    6,   24,10068,10091,    1,10048,   17,    3,    1,   83,   19,    7,   77,   99,    1,   49,   15,   19
  215,20160410,   90,   25,   38,   60,   16,   20,    2,  120,   22,  102,   45,    6,  143,   14,   29,    6,  114,   84, 2036,   24,   25,   18,    1,10108,10125,    9,10080,    1,   36,    5,   82,   13,    3,   77,   98,    5,   53,   12,   30
  215,20160411,  101,   58,   60,   90,   13,   30,   21,  140,   13,  131,   79,    6,  180,   14,   68,    6,   95,   70, 1805,   10,   11,   11,   24,10094,10111,    1,10077,   16,   63,   24,   79,    8,    3,   67,   88,   24,   53,   14,   29
  215,20160412,  184,   17,   35,   60,    6,   10,   21,  100,    6,  109,   49,   23,  159,   13,   27,   24,   80,   59, 1661,    1,    1,    1,    1,10085,10093,    9,10078,    4,    1,   22,   83,   10,    5,   80,   99,   22,   56,   13,   25
  215,20160413,  164,    8,   23,   50,   15,   10,   20,   90,   15,   97,   39,   24,  153,   12,   20,    6,   77,   56, 1403,    0,    0,    0,    1,10090,10113,   24,10077,    6,    0,   23,   81,   15,    4,   84,  100,   23,   54,   15,   20
  215,20160414,  243,    8,   23,   50,   11,   10,    1,   90,   10,  106,   35,    1,  162,   13,   25,    6,   61,   44, 1561,    0,   -1,   -1,    1,10106,10127,   10,10066,   24,    0,    1,   80,   10,    6,   80,   99,    1,   50,   13,   23
  215,20160415,  219,   21,   35,   70,   15,   10,    5,  130,   15,  101,   83,    5,  132,   14,   72,    6,   21,   15,  951,   89,   54,   14,    9,10011,10057,    1, 9958,   24,   32,    5,   70,   11,    8,   91,   98,    5,   79,   15,   14
  215,20160416,  263,   53,   63,  100,   10,   30,   19,  160,    9,   78,   49,   24,  104,   10,   33,   24,   57,   41, 1386,   18,   28,   19,   22,10013,10067,   23, 9950,    1,   58,    1,   75,    6,    7,   82,   95,    1,   70,    9,   19
  215,20160417,  317,   34,   38,   60,   12,   10,   20,  100,    9,   63,   10,   23,  104,   13,    1,   24,  112,   80, 1990,    1,    1,    1,    5,10139,10197,   24,10071,    1,   28,   22,   80,   13,    3,   79,   98,   22,   66,   13,   26
  215,20160418,  247,   54,   56,   90,   12,   20,    1,  140,   10,   83,    8,    4,  122,   11,   -3,    6,   82,   58, 1993,    0,    0,    0,    1,10209,10231,   24,10194,    3,   65,    1,   82,   14,    5,   76,   97,    1,   50,    9,   28
  215,20160419,  324,   41,   48,   70,   15,   10,   23,  100,    2,   88,   18,   24,  122,   13,   11,   24,  111,   79, 2154,    0,    0,    0,    1,10277,10318,   24,10231,    1,   65,   10,   75,    2,    4,   78,   95,   24,   70,   15,   31
  215,20160420,   48,   31,   33,   60,   18,   10,    1,   90,   16,   79,    0,    3,  135,   15,  -13,    6,  128,   90, 2268,    0,    0,    0,    1,10311,10329,    8,10290,   24,   57,    3,   82,   17,    0,   73,   98,    2,   48,   17,   31
  215,20160421,   50,   46,   48,   60,   20,   30,    5,  100,   20,  100,   36,    5,  153,   15,   27,    6,  113,   79, 2206,    0,    0,    0,    1,10251,10284,    1,10224,   18,   66,    2,   81,   17,    3,   68,   87,    5,   43,   17,   32
  215,20160422,   28,   41,   44,   70,   16,   20,    6,  100,   16,   87,   64,   24,  117,   13,   55,    6,   17,   12, 1311,    0,    0,    0,    1,10207,10232,    1,10180,   24,   69,    7,   80,   14,    7,   74,   88,    5,   59,   14,   19
  215,20160423,  348,   52,   58,   80,   11,   30,    4,  160,   16,   63,   32,   24,   95,   12,   29,   24,   88,   61, 1848,   14,   19,    4,    9,10170,10177,    1,10167,    4,   60,    9,   83,   12,    5,   74,   86,   24,   59,   11,   24
  215,20160424,  330,   56,   58,   90,   13,   10,   24,  150,   16,   52,   11,   24,   88,   14,    6,   24,  101,   70, 1991,   16,   27,    8,   11,10155,10162,    1,10146,   24,   61,   22,   83,   18,    5,   74,   94,   24,   61,   14,   25
  215,20160425,  288,   45,   53,   70,   12,   20,    2,  140,   12,   57,   13,    2,   86,   12,    6,    6,    8,    6,  725,   19,   26,   11,   10,10065,10142,    1,10013,   24,   65,   18,   80,    8,    7,   77,   90,    2,   65,    8,    9
  215,20160426,  301,   82,   85,  110,    3,   70,    1,  220,    4,   55,   30,    4,   84,   14,   25,    6,   61,   42, 1356,   32,   72,   16,   20,10000,10014,   20, 9978,    5,   50,   12,   80,    2,    7,   78,   89,   11,   62,    1,   17
  215,20160427,  317,   61,   66,   90,    2,   20,   24,  160,    2,   60,   30,   24,   87,   15,   23,   24,   49,   33, 1357,   32,   71,   28,   23,10072,10127,   22,10008,    1,   38,   16,   75,    1,    7,   81,   94,   24,   73,    5,   18
  215,20160428,  222,   31,   40,   70,   13,   20,    1,  120,   11,   48,   -1,    6,   85,   15,  -14,    6,   83,   56, 1722,    9,   22,   18,   11,10135,10145,   13,10108,   24,   25,    5,   83,   18,    5,   80,   98,    4,   52,   17,   22
  215,20160429,  223,   63,   66,   90,   11,   30,    7,  150,   10,   79,   43,    6,  112,   15,   39,    6,   60,   41, 1547,   44,   65,   31,    6,10113,10142,   24,10086,    3,   57,    6,   82,   16,    8,   72,   93,    6,   49,   13,   21
  215,20160430,  331,   33,   38,   60,   13,   10,   23,   90,   17,   71,   13,   24,  102,   11,  -11,   24,   61,   41, 1610,    0,    0,    0,    1,10206,10263,   23,10145,    1,   59,   24,   80,    9,    4,   77,   97,   24,   67,   11,   22
  215,20160501,  327,   19,   22,   40,   11,   10,    1,   70,   14,   66,   -6,    5,  123,   16,  -24,    6,  133,   89, 2606,    0,    0,    0,    1,10281,10289,    9,10264,    1,    2,   24,   83,   16,    1,   76,   99,   24,   40,   15,   35
  215,20160502,  216,   43,   47,   70,    9,   10,    1,  120,   21,  104,    0,    3,  165,   14,  -16,    6,   81,   54, 1924,   20,   54,   28,   24,10222,10271,    1,10177,   23,    8,    1,   81,    7,    6,   76,   99,    1,   42,   12,   28
  215,20160503,  297,   38,   41,   70,    8,   10,   20,  110,    7,   88,   29,   24,  119,   13,    9,   24,  132,   88, 2429,    3,    5,    5,    1,10246,10287,   23,10184,    1,    4,   23,   77,   16,    3,   83,  100,   24,   69,   16,   34
  215,20160504,  142,    7,   23,   40,    9,   10,    1,   70,   10,   97,   16,    5,  161,   15,   -1,    6,   94,   62, 1925,    0,    0,    0,    1,10284,10296,   10,10269,   24,    2,    1,   77,   12,    3,   74,  100,    2,   49,   11,   28
  215,20160505,  114,   36,   40,   60,   11,   20,   20,  100,   11,  128,   44,    5,  180,   16,   11,    6,  140,   93, 2661,    0,    0,    0,    1,10226,10264,    1,10177,   24,   70,    4,   83,   16,    2,   57,   81,    4,   37,   13,   42
  215,20160506,  119,   34,   36,   70,   11,    0,   22,  110,   11,  157,   95,    4,  230,   16,   68,    6,  131,   86, 2542,    0,    0,    0,    1,10128,10173,    1,10098,   18,   17,   24,   82,   18,    2,   69,   98,   23,   46,   16,   43
  215,20160507,  121,   28,   30,   50,   12,    0,    2,   90,   13,  182,   86,    4,  252,   16,   51,    6,   98,   64, 2061,    0,    0,    0,    1,10098,10106,    7,10087,   17,   17,    2,   83,   17,    2,   62,   98,    1,   37,   16,   36
  215,20160508,  105,   51,   52,   70,   11,   30,    2,  120,   11,  197,  130,    5,  250,   14,   98,    6,  142,   93, 2638,    0,    0,    0,    1,10109,10122,   24,10101,    1,   75,    1,   83,   19,    1,   53,   75,    2,   36,   16,   48
  215,20160509,   97,   55,   56,   80,   12,   40,    5,  130,   11,  197,  141,    5,  239,   13,  121,    6,  132,   86, 2502,    0,    0,    0,    1,10119,10130,    9,10107,   17,   80,    4,   83,    1,    3,   55,   67,    5,   43,   12,   45
  215,20160510,  107,   32,   33,   50,   11,   20,    5,   80,   15,  181,  156,    5,  209,   13,  142,    6,    1,    1,  882,    0,   -1,   -1,    1,10086,10108,    1,10065,   24,   68,   17,   83,   19,    8,   71,   80,    5,   63,   19,   16
  215,20160511,   95,   37,   41,   60,   18,   30,    3,  100,   18,  197,  141,    5,  247,   15,  126,    6,   78,   50, 2041,    0,   -1,   -1,    1,10042,10061,    1,10022,   19,   60,    5,   83,   20,    5,   64,   90,    5,   48,   18,   37
  215,20160512,   65,   56,   58,   90,   11,   40,    1,  150,   11,  199,  144,    4,  248,   15,  125,    6,  144,   93, 2594,    0,    0,    0,    1,10012,10026,   24, 9998,   15,   70,    5,   83,    1,    2,   57,   74,    5,   39,   13,   47
  215,20160513,   10,   60,   63,   90,   16,   30,    5,  140,   18,  144,   86,   24,  215,   11,   81,   24,  131,   84, 2677,    0,    0,    0,    1,10070,10123,   24,10027,    1,   61,   16,   81,    8,    2,   71,   84,    4,   39,   11,   44
  215,20160514,  334,   69,   71,   90,   13,   50,   24,  140,    8,   88,   67,   20,  118,   14,   62,   24,   74,   47, 2006,    5,    9,    6,   20,10161,10190,   23,10126,    1,   73,    1,   82,    4,    7,   68,   77,    5,   57,    4,   28
  215,20160515,  316,   55,   55,   80,   10,   20,   24,  130,    8,   85,   54,   24,  117,   14,   28,   24,   88,   56, 2065,    4,    3,    1,    2,10207,10215,   14,10190,    2,   70,    4,   80,    3,    6,   70,   80,    2,   61,   14,   29
  215,20160516,  301,   27,   31,   50,    9,   10,   21,   90,    1,   90,   59,   22,  123,   13,   45,   24,   31,   20, 1632,   22,   18,    6,    2,10208,10214,   10,10193,   24,   65,   21,   75,    4,    8,   80,   97,   22,   70,   15,   23
  215,20160517,  246,   35,   38,   60,   15,   20,    1,  100,   14,  122,   64,    1,  161,   13,   60,    6,   98,   62, 2295,    0,    0,    0,    1,10158,10190,    1,10123,   24,   64,    7,   80,    9,    4,   73,   93,    1,   60,   12,   36
  215,20160518,  191,   21,   32,   50,   10,   10,   19,  140,   14,  129,   89,    3,  178,   13,   76,    6,   28,   18, 1157,   11,   82,   79,   17,10071,10117,    1,10044,   19,   38,   21,   77,   11,    6,   81,   98,   21,   60,   11,   18
  215,20160519,  249,   27,   32,   70,   14,   10,    1,  100,   14,  126,  100,   21,  168,   12,   88,   24,   35,   22, 1453,    0,   -1,   -1,    1,10113,10150,   20,10047,    1,   26,    1,   80,   16,    7,   85,   96,    1,   68,   16,   23
  215,20160520,  230,   46,   48,   70,   14,   30,   20,  120,   15,  136,  111,    1,  168,   14,   97,   24,   36,   23, 1486,   44,   24,   11,    3,10155,10167,   21,10142,    2,   23,    7,   75,   13,    7,   85,   97,    5,   71,   16,   24
  215,20160521,  195,   36,   44,   80,   13,   10,   19,  130,   14,  169,  111,    4,  225,   15,   99,    6,   20,   13, 1514,    0,   -1,   -1,    1,10117,10149,    1,10079,   23,   63,    5,   80,   12,    8,   78,   92,    5,   60,   14,   26
  215,20160522,  312,   20,   30,   60,   11,   10,    4,  100,   11,  139,  117,   23,  173,   10,  116,   24,    2,    1,  736,  100,   98,   25,   22,10073,10088,   22,10053,    6,   30,   21,   70,   10,    8,   95,   98,   22,   86,   10,   12
  215,20160523,  328,   60,   60,   70,    8,   50,    4,  120,    2,  117,  104,   24,  135,   12,  100,   24,    0,    0,  926,  109,  118,   31,    3,10144,10190,   23,10088,    1,   57,    3,   75,   24,    8,   91,   97,    7,   79,   24,   14
  215,20160524,  345,   56,   56,   70,    8,   30,   23,  120,   11,  109,   98,   22,  134,   11,   97,   24,   17,   11, 1485,    0,   -1,   -1,    1,10184,10193,   11,10167,   24,   59,   24,   75,    3,    8,   79,   96,   24,   70,   14,   22
  215,20160525,  301,   20,   22,   30,    9,   10,    4,   60,   14,  114,   73,   24,  151,   14,   60,   24,   27,   17, 1182,   20,    6,    2,    3,10157,10166,   23,10150,    5,    3,   24,   70,   11,    8,   91,   99,   24,   81,   15,   18
  215,20160526,  349,   23,   23,   50,   14,    0,    1,   70,   14,  123,   51,    3,  173,   12,   36,    6,   95,   59, 2339,    0,    0,    0,    1,10169,10175,    7,10163,   24,    1,    1,   79,   16,    4,   83,  100,    4,   63,   14,   36
  215,20160527,   46,   35,   38,   50,   10,   20,    3,   80,    8,  158,  111,   24,  208,   15,   98,   24,   83,   51, 2219,    0,    0,    0,    1,10164,10169,   21,10159,   17,   41,    4,   68,   21,    3,   78,   97,   24,   58,   16,   37
  215,20160528,  355,   34,   36,   50,   12,   20,    2,   80,   14,  168,  104,    2,  209,   18,   88,    6,  139,   85, 2719,    0,    0,    0,    1,10136,10162,    1,10108,   24,    5,    3,   65,   10,    2,   85,   99,    3,   72,   17,   47
  215,20160529,   19,   39,   42,   60,   11,   20,    3,  110,   11,  166,  140,    4,  203,   13,  130,    6,   19,   12, 1057,   26,   16,    7,   21,10093,10102,    1,10088,    7,   46,   21,   68,   10,    6,   87,   97,   22,   74,   10,   18
  215,20160530,  354,   82,   83,  100,   11,   50,    1,  160,   13,  137,  131,   19,  147,   15,  131,   24,    0,    0,  579,   40,  110,   57,   20,10070,10090,    1,10055,   23,   10,    7,   57,    4,    8,   97,   99,    7,   95,    4,    9
  215,20160531,   57,   24,   35,   60,    1,   10,   21,  110,    1,  177,  131,   23,  219,   17,  108,   24,   68,   42, 1882,    0,    0,    0,    1,10103,10152,   23,10055,    2,    1,   24,   81,   17,    6,   83,   99,   23,   61,   17,   33
  215,20160601,  343,   52,   53,   80,   22,   30,    1,  130,   23,  157,  130,    3,  194,   15,  132,    6,   48,   29, 1866,    3,    2,    2,   21,10147,10154,    4,10138,   18,    2,    1,   61,   15,    7,   91,  100,    2,   82,   13,   31
  215,20160602,  359,   72,   73,   90,    2,   50,   24,  140,    3,  130,  121,   21,  141,   11,  120,   24,    0,    0,  489,   11,   11,    5,   22,10140,10144,   13,10131,    3,   39,   23,   61,   20,    8,   95,   97,   23,   92,   12,    8
  215,20160603,  329,   27,   30,   40,    1,   20,    7,   80,    1,  137,  122,    1,  157,   10,  122,    6,    2,    1, 1185,    0,    0,    0,    1,10138,10144,   21,10131,    5,    1,   24,   66,   10,    8,   96,  100,   21,   89,   13,   19
  215,20160604,  330,   22,   28,   50,   16,   10,    7,   80,   16,  184,  127,    1,  242,   16,  130,    6,   92,   56, 2406,    0,    0,    0,    1,10144,10163,   24,10133,    3,    1,    6,   80,   16,    5,   85,   99,    2,   65,   16,   43
  215,20160605,  354,   36,   38,   60,   16,   20,    3,   90,   16,  172,  110,   24,  221,   13,  100,   24,  146,   88, 2910,    0,    0,    0,    1,10192,10215,   22,10164,    1,   59,   21,   75,    5,    1,   82,   94,   21,   70,    7,   50
  215,20160606,    3,   29,   32,   50,   13,   20,   11,   70,   13,  172,  110,    3,  223,   11,  102,    6,  140,   85, 2920,    0,    0,    0,    1,10216,10220,   10,10209,   17,   56,    3,   80,   21,    2,   78,   96,    3,   60,   10,   50
  215,20160607,   25,   28,   31,   50,   14,   20,    1,   80,   18,  196,  136,   24,  256,   13,  122,   24,   83,   50, 2484,    0,    0,    0,    1,10221,10227,    8,10209,   16,   61,    3,   82,   19,    6,   72,   93,   24,   45,   12,   45
  215,20160608,  348,   41,   42,   70,   14,   10,    3,  100,   14,  147,  120,    5,  184,   10,  105,    6,  118,   71, 2829,    0,    0,    0,    1,10226,10231,   13,10219,    2,   60,    4,   75,    9,    6,   82,   95,    3,   70,    9,   46
  215,20160609,  338,   42,   41,   60,   12,    0,   24,   90,   12,  136,   90,   24,  165,   11,   78,   24,  140,   84, 2963,    0,    0,    0,    1,10206,10223,    1,10176,   24,    8,   24,   70,   14,    3,   78,   99,   24,   66,   16,   47
  215,20160610,  346,   17,   22,   40,   11,    0,    4,   60,   11,  148,   84,    1,  193,   15,   75,    6,   70,   42, 2321,    0,   -1,   -1,    1,10143,10172,    1,10118,   24,    4,    2,   80,   13,    6,   75,   99,    2,   56,   14,   38
  215,20160611,   56,    9,   17,   30,    3,    0,   24,   60,    3,  154,  125,    6,  198,   16,  116,   24,    3,    2, 1050,   75,   25,    6,    6,10113,10122,    8,10104,   24,    6,   24,   70,    2,    8,   86,   98,   24,   67,   16,   17
  215,20160612,  256,   18,   23,   60,   14,    0,    3,   90,   14,  164,  127,    1,  215,   10,  116,    6,   30,   18, 1737,   47,   71,   25,   20,10077,10101,    1,10038,   24,   15,    3,   82,   15,    7,   85,   98,    1,   62,   15,   30
  215,20160613,  251,   36,   38,   60,   12,   20,    1,  100,   13,  152,  144,   14,  173,   11,  143,   24,    9,    5,  981,    8,   11,   11,    1,10009,10032,    1, 9996,   24,   50,    4,   70,   11,    8,   91,   96,    2,   86,   17,   16
  215,20160614,  237,   31,   35,   70,   16,   20,    1,  110,   16,  150,  116,   22,  183,   13,   93,   24,   37,   22, 1343,   34,   43,   12,   10, 9979, 9993,    1, 9971,   17,   50,    5,   75,   13,    6,   87,   96,    6,   73,   16,   22
  215,20160615,  235,   19,   26,   50,   13,   10,    4,   80,   13,  146,   96,    4,  187,   14,   78,    6,   61,   36, 1878,    0,   -1,   -1,    1, 9990,10015,   22, 9971,    2,   63,    3,   80,   14,    6,   82,   97,    3,   67,   18,   31
  215,20160616,  303,   11,   21,   40,   16,   10,    1,   70,   19,  151,   97,    3,  194,   10,   74,    6,   65,   39, 1714,   44,   23,    9,   24,10024,10031,   20,10013,    3,    4,    4,   81,    9,    5,   81,  100,    4,   58,    8,   28
