# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24

  215,20170807,  234,   14,   30,   50,   11,   10,    3,   80,   12,  159,   99,    5,  206,   13,   87,    6,  110,   72, 2234,    0,    0,    0,    1,10182,10209,    1,10149,   24,   50,    2,   82,   12,    6,   79,   96,    1,   60,   12,   38
  215,20170808,  313,   12,   31,   50,   18,   20,    3,   80,   16,  159,  125,   22,  186,    9,  118,   24,   10,    7,  525,   33,   68,   38,   15,10097,10139,    1,10078,   13,   57,   14,   75,   17,    7,   85,   93,   21,   74,   18,    9
  215,20170809,  229,   29,   39,   60,    7,   10,   20,  110,   10,  164,  122,   23,  206,   14,  116,   24,   92,   61, 1890,   17,   76,   54,    4,10148,10193,   23,10105,    1,   32,    4,   82,   13,    5,   80,   95,   21,   59,   13,   32
  215,20170810,   19,   25,   27,   60,   17,   10,    1,   90,   17,  159,   93,    5,  196,   12,   85,    6,   11,    7, 1043,   10,    8,    8,   24,10209,10217,   11,10194,    1,    2,    4,   75,    8,    6,   82,   98,    3,   70,   14,   18
  215,20170811,  260,   23,   28,   50,   14,    0,    7,  100,   21,  168,  114,    6,  196,   13,  114,    6,   78,   52, 1948,   10,   15,   15,    1,10175,10203,    1,10140,   24,    2,    5,   82,   18,    6,   77,   98,    5,   60,    9,   33
  215,20170812,  266,   39,   41,   70,   11,   10,   21,  110,   12,  168,  113,   24,  205,   14,  103,   24,   33,   22, 1221,   53,   66,   19,    4,10144,10173,   24,10122,    6,    4,   23,   75,    1,    7,   89,   98,   22,   77,   13,   21
  215,20170813,  330,   13,   18,   40,   12,    0,   22,   70,   11,  162,  100,    3,  208,   11,   94,    6,  115,   77, 2224,    0,   -1,   -1,    1,10203,10222,   20,10172,    1,    3,    2,   82,   13,    3,   79,   98,    2,   58,   16,   38
  215,20170814,  126,   17,   21,   50,   14,    0,    1,   80,   14,  173,  110,    2,  240,   15,  100,    6,   53,   36, 1651,    0,    0,    0,    1,10184,10213,    1,10150,   24,    3,   23,   83,   16,    5,   80,   98,    1,   50,   14,   29
  215,20170815,  292,   11,   17,   40,   20,    0,    1,   60,   10,  169,  120,    5,  213,   15,  100,    6,   23,   16,  755,   21,   31,   16,   12,10153,10191,   23,10127,   10,    0,    4,   75,   15,    7,   90,   99,    1,   79,   15,   13
  215,20170816,  194,   15,   21,   40,    9,    0,   20,   70,   14,  167,  109,    5,  222,   14,   95,   24,   69,   47, 1711,    0,    0,    0,    1,10198,10212,    9,10173,   24,    0,    1,   81,   14,    7,   85,   99,    2,   58,   14,   29
  215,20170817,  202,   37,   42,   60,   15,   20,    1,  100,   17,  176,  129,    1,  207,   17,  109,    6,   19,   13,  545,   38,   26,   14,    9,10135,10167,    1,10125,   17,   57,    9,   75,   17,    7,   86,   93,    9,   72,   19,    9
  215,20170818,  228,   50,   53,   80,   19,   30,    1,  160,   19,  170,  116,   21,  199,   14,  111,   24,   34,   23, 1254,    6,   29,   29,   19,10112,10122,    1,10101,   15,   62,   19,   75,   11,    7,   80,   92,    1,   67,   16,   22
  215,20170819,  256,   57,   62,   80,    9,   40,    2,  190,   21,  161,  130,   21,  187,   14,  127,    6,   89,   61, 1918,   29,  180,   83,   21,10153,10186,   24,10106,    3,   34,   21,   83,   19,    7,   74,   92,    3,   61,   15,   32
  215,20170820,  267,   46,   48,   80,   12,   10,   21,  120,   13,  161,  133,   21,  184,   13,  124,   24,   91,   63, 1982,    0,   -1,   -1,    1,10222,10240,   15,10187,    1,   70,   21,   80,   11,    6,   73,   89,   23,   64,   14,   34
  215,20170821,  308,    7,   23,   30,    9,   10,    1,   70,   14,  164,  116,    5,  205,   12,   98,    6,   83,   58, 1847,    0,   -1,   -1,    1,10228,10236,    8,10221,   17,   38,   23,   75,   10,    7,   82,   97,    3,   70,   13,   31
  215,20170822,   93,   24,   26,   40,   16,   10,    2,   70,   16,  184,  133,    5,  234,   14,  120,    6,   91,   64, 1917,    0,   -1,   -1,    1,10202,10220,    1,10180,   24,   57,    7,   81,   11,    7,   71,   89,    4,   53,   13,   34
  215,20170823,  146,   26,   43,   60,   14,   30,   16,  110,   18,  195,  138,    5,  254,   14,  129,    6,   76,   53, 1728,    0,    0,    0,    1,10146,10178,    1,10122,   17,   59,   18,   80,   17,    6,   75,   90,   23,   57,   12,   31
  215,20170824,  253,   38,   40,   60,   11,   10,   24,  100,   12,  177,  128,   24,  205,   11,  109,   24,   79,   56, 1740,    0,    0,    0,    1,10163,10178,   21,10133,    1,   65,   21,   80,   12,    8,   80,   97,   24,   66,   16,   30
  215,20170825,  337,    8,   19,   40,   15,   10,    1,   60,   15,  171,  119,    6,  223,   14,   97,    6,  100,   71, 1784,    0,    0,    0,    1,10176,10187,    8,10164,   24,    2,    3,   81,   12,    6,   82,   99,    4,   59,   11,   31
  215,20170826,  301,   15,   18,   50,   14,    0,    3,   80,   14,  173,  107,    5,  235,   11,   90,    6,   68,   48, 1694,    0,    0,    0,    1,10160,10173,   24,10154,    4,    1,    1,   73,    8,    7,   83,   98,    1,   59,   10,   29
  215,20170827,  346,   10,   14,   40,   16,    0,    1,   60,   17,  175,  111,    5,  240,   13,   98,    6,   98,   70, 1759,    0,    0,    0,    1,10188,10198,   22,10174,    1,    1,    1,   82,   13,    5,   80,   99,    2,   46,   12,   31
  215,20170828,  350,   11,   13,   40,   14,    0,   20,   60,   13,  179,  116,    5,  248,   12,  100,    6,  107,   77, 1837,    0,    0,    0,    1,10181,10195,    1,10160,   24,    1,    3,   80,   16,    5,   81,   99,    5,   54,   11,   32
  215,20170829,  313,    9,   20,   40,   12,    0,    1,   70,   14,  200,  127,    4,  274,   13,  111,    6,   77,   56, 1630,    4,    1,    1,   24,10128,10156,    1,10098,   24,    0,    4,   73,   15,    5,   80,   99,    3,   59,   14,   30
  215,20170830,   14,   28,   42,   90,   17,   10,   11,  150,   17,  168,  134,   24,  194,   10,  137,   24,    0,    0,  197,  154,  399,  109,    4,10088,10111,   23,10073,    8,   20,   11,   70,   20,    8,   93,   97,    4,   86,   20,    3
  215,20170831,  287,   23,   28,   60,   12,    0,   20,  100,   12,  141,   91,   24,  183,   12,   77,   24,   76,   55, 1409,   64,   81,   20,    6,10169,10206,   23,10109,    1,    3,   24,   83,   17,    4,   82,   99,   23,   59,   16,   23
  215,20170901,   41,   10,   19,   40,   13,    0,    1,   70,   13,  141,   82,    2,  189,   11,   75,    6,   59,   43, 1345,    0,   -1,   -1,    1,10208,10213,    9,10202,    4,    0,    2,   80,   15,    6,   82,   99,    2,   66,   15,   22
  215,20170902,  340,   22,   23,   50,   14,    0,    5,   80,   15,  133,   74,    6,  191,   13,   64,   24,  116,   85, 1997,    0,    0,    0,    1,10209,10216,   10,10199,   24,    1,   22,   82,   13,    1,   82,   99,    3,   62,   13,   32
  215,20170903,  180,   10,   14,   30,   10,    0,    4,   70,   15,  134,   62,    5,  199,   17,   49,    6,   96,   71, 1708,    0,    0,    0,    1,10160,10196,    1,10138,   17,    1,    4,   82,   12,    4,   80,   99,    4,   55,   11,   27
  215,20170904,  172,   24,   27,   40,   10,    0,    2,   70,   13,  160,   88,    3,  205,   14,   70,    6,   15,   11, 1073,    0,    0,    0,    1,10148,10164,   20,10132,    4,    1,    2,   81,   13,    8,   81,   98,    1,   58,   14,   18
  215,20170905,  218,   38,   42,   60,    9,   30,    1,  100,   17,  185,  169,    1,  218,   15,  163,   24,   12,    9,  670,    0,   -1,   -1,    1,10149,10159,    1,10128,   24,   50,    1,   75,    9,    8,   84,   93,    1,   75,   14,   12
  215,20170906,  283,   63,   67,   90,    5,   30,    1,  150,    6,  164,  148,   23,  180,   13,  140,   24,   58,   44, 1442,    9,   16,    7,    4,10156,10174,   20,10116,    3,   57,    4,   76,   19,    7,   74,   95,    2,   61,   15,   25
  215,20170907,  244,   44,   50,   70,   22,   40,    3,  120,   22,  160,  138,    4,  186,   12,  126,    6,   23,   17, 1012,   19,   28,   10,   22,10131,10163,    1,10067,   24,   59,   20,   80,    8,    8,   73,   90,   24,   64,   12,   17
  215,20170908,  215,   50,   55,   80,    3,   20,   20,  140,    5,  150,  128,   21,  170,   15,  128,   24,    0,    0,  306,  183,  776,  122,   19, 9993,10059,    1, 9949,   24,   39,   20,   70,   15,    8,   92,   97,   19,   85,   15,    5
  215,20170909,  229,   24,   31,   60,   13,   10,   21,   90,   13,  138,  107,   21,  174,   11,   87,   24,   52,   40, 1069,   76,  245,   87,    7, 9968,10009,   24, 9932,    5,    7,    7,   80,   11,    5,   85,   96,    4,   68,   11,   17
  215,20170910,  197,   60,   61,  110,   23,   30,    1,  190,   23,  146,  104,    4,  177,   14,   97,    6,   43,   33,  991,    9,    6,    2,   20, 9991,10023,    9, 9921,   24,   60,    5,   80,   13,    6,   82,   94,    4,   66,   13,   16
  215,20170911,  212,   68,   71,  110,   12,   40,    5,  200,   12,  141,  122,   20,  164,   11,  118,    6,   50,   38,  859,   43,  163,   34,   17, 9936, 9976,   24, 9918,    1,   39,   18,   72,   11,    7,   84,   92,   22,   72,   11,   14
  215,20170912,  245,   61,   70,   90,   11,   50,   18,  140,   12,  148,  132,   24,  171,   13,  124,   24,   88,   68, 1505,    8,   14,    9,   24,10034,10070,   16, 9981,    1,   60,   24,   81,   17,    6,   73,   84,   24,   63,   17,   25
  215,20170913,  246,   92,  101,  150,    8,   50,   21,  250,    7,  147,  120,   22,  168,   16,  115,   24,   62,   48, 1071,   45,   67,   28,    1, 9969, 9998,   14, 9910,    5,   47,    2,   83,   15,    7,   71,   93,    2,   58,   17,   18
  215,20170914,  286,   64,   69,  110,   10,   40,   22,  180,   10,  130,  113,   11,  144,   10,  104,    6,   22,   17,  528,   70,  180,   48,   16,10032,10110,   24, 9979,    5,   57,   17,   80,    1,    7,   77,   89,   13,   66,    7,    8
  215,20170915,  248,   36,   44,   70,   12,   10,   23,  120,   19,  125,   95,    6,  161,   11,   89,    6,   96,   75, 1608,   66,  271,  153,   19,10103,10110,    1,10099,   17,   60,   24,   83,   11,    6,   82,   96,   24,   64,   11,   25
  215,20170916,  194,   23,   25,   40,    9,   10,    1,   70,   13,  114,   92,   24,  133,   13,   87,   24,    2,    2,  593,  113,  113,   25,    1,10103,10120,   24,10089,    4,   58,    6,   75,   14,    8,   90,   95,    1,   78,   14,    9
  215,20170917,  232,   14,   20,   40,   15,   10,    2,   70,   16,  115,   57,    5,  168,   12,   51,    6,   78,   62, 1409,    8,    4,    3,   24,10124,10131,   20,10116,    3,    1,    3,   80,   11,    7,   86,   98,    3,   65,   11,   21
  215,20170918,  261,   19,   26,   40,    8,   10,   24,   90,   17,  121,   90,    6,  166,   14,   82,    6,   25,   20,  740,   66,  107,   50,    7,10131,10150,   24,10120,    4,   58,    3,   75,   13,    7,   89,   96,    3,   71,   15,   11
  215,20170919,  324,   20,   23,   40,   12,    0,    6,   80,   14,  125,   92,    7,  172,   13,   78,    6,   80,   64, 1458,    0,    0,    0,    1,10187,10211,   20,10150,    1,    0,    6,   82,   12,    7,   85,   99,    3,   64,   12,   23
  215,20170920,  228,   29,   31,   50,   14,   10,    1,   90,   14,  143,   98,    1,  180,   14,   94,    6,   63,   51, 1138,    7,    3,    2,    3,10196,10203,    1,10190,   17,   65,    1,   81,   14,    8,   80,   96,    3,   63,   14,   19
  215,20170921,  168,   28,   30,   50,   11,   10,   22,   80,   11,  138,  103,   24,  190,   15,   80,   24,   85,   69, 1269,    0,    0,    0,    1,10189,10194,    8,10180,   15,   60,   24,   81,   14,    7,   80,   96,   24,   58,   14,   20
  215,20170922,  302,   14,   19,   40,   12,    0,    4,   70,   14,  119,   53,   24,  171,   14,   43,   24,   47,   38,  873,   10,    9,    8,   13,10209,10239,   24,10186,    4,    1,   22,   75,   14,    5,   91,   99,   22,   73,   15,   13
  215,20170923,  123,    5,   13,   20,    9,    0,    4,   40,   10,  112,   47,    6,  187,   13,   39,    6,  107,   88, 1565,    0,    0,    0,    1,10239,10249,    9,10231,   15,    2,    1,   82,   16,    1,   82,   99,    2,   56,   15,   24
  215,20170924,  106,   19,   20,   40,   13,    0,    1,   70,   13,  123,   46,    3,  196,   14,   44,    6,   97,   80, 1482,    0,    0,    0,    1,10227,10235,    8,10220,   17,    1,    1,   66,   10,    2,   85,   99,    1,   62,   13,   23
  215,20170925,   81,   29,   30,   50,   12,    0,    6,   80,   16,  141,   76,    6,  183,   14,   61,    6,   40,   33,  959,    0,    0,    0,    1,10215,10224,    1,10208,   14,    0,    5,   64,   15,    6,   88,   99,    5,   74,   15,   16
  215,20170926,   62,   22,   23,   40,    8,   10,    2,   70,    9,  137,   88,   23,  169,   15,   67,   24,   30,   25,  785,    0,    0,    0,    1,10227,10239,   20,10213,    3,    1,   22,   60,   14,    5,   90,   98,   21,   78,   15,   13
  215,20170927,  104,   26,   27,   40,   11,   10,    1,   70,   12,  138,   66,    5,  193,   14,   50,    6,   57,   48, 1158,    0,    0,    0,    1,10221,10233,    1,10205,   24,    1,    4,   61,   16,    5,   88,   99,    6,   71,   15,   19
  215,20170928,  155,   22,   24,   40,    8,    0,   20,   80,   12,  151,  100,   24,  196,   14,   85,   24,    7,    6,  618,   19,   44,   34,   16,10208,10217,   20,10200,    4,    0,   22,   66,   14,    8,   91,   99,   20,   80,   14,   10
  215,20170929,  182,   23,   31,   50,   12,   10,    1,  100,   16,  165,   95,    1,  228,   14,   81,    6,   22,   19,  747,    5,   38,   34,   17,10179,10208,    1,10157,   15,    1,    1,   75,   13,    8,   90,   99,    1,   71,   13,   13
  215,20170930,  244,   16,   23,   40,   14,   10,    2,   70,   14,  133,   84,   21,  160,    1,   61,   24,   20,   17,  446,   16,    3,    2,   11,10170,10181,   19,10160,    4,   63,    2,   78,   15,    7,   86,   97,   21,   68,   15,    7
  215,20171001,  181,   61,   62,   80,   11,   30,    1,  150,   21,  143,  107,    2,  162,   10,   93,    6,   23,   20,  640,    2,    1,    1,   24,10155,10179,    3,10102,   24,   62,   24,   80,   12,    7,   81,   92,   24,   69,   12,   10
  215,20171002,  252,   73,   79,   90,   11,   70,    3,  150,   11,  158,  143,   23,  175,   11,  135,   24,   29,   25,  748,    9,    4,    4,    2,10109,10123,   23,10092,    2,   37,    2,   80,   20,    8,   72,   94,    2,   63,   20,   13
  215,20171003,  286,   63,   64,   80,    1,   40,   19,  140,    1,  140,  124,    7,  160,   14,  118,   12,   40,   35,  819,   15,   18,   10,   10,10189,10229,   21,10124,    1,   68,    8,   81,   20,    7,   70,   80,   10,   60,   20,   13
  215,20171004,  257,   71,   71,   90,   11,   50,   23,  160,   22,  134,  124,    6,  152,   11,  115,    6,    9,    8,  565,   32,   36,   17,   23,10190,10223,    1,10131,   24,   45,   24,   82,    4,    8,   69,   93,   23,   59,    2,    9
  215,20171005,  292,   81,   94,  130,    8,   70,    1,  210,    6,  137,  119,   21,  160,    8,  108,   24,   63,   55,  967,   66,  142,   47,    3,10121,10170,   21,10048,    7,   39,    1,   83,   23,    6,   74,   94,    3,   56,   22,   16
  215,20171006,  316,   64,   67,   90,    8,   40,   20,  160,    9,  119,   99,    6,  145,   12,   94,    6,   46,   41,  815,   48,   68,   11,    8,10209,10243,   21,10170,    2,   56,    6,   82,   23,    7,   78,   87,   21,   64,   23,   13
  215,20171007,  262,   60,   67,   80,    7,   40,    1,  150,    8,  136,  115,    1,  151,   15,  103,    6,    0,    0,  175,   73,  173,   54,   18,10147,10222,    1,10097,   17,   28,   10,   80,    1,    8,   82,   94,   11,   63,    7,    3
  215,20171008,  326,   27,   32,   60,    3,    0,   19,  100,    3,  131,  112,   23,  154,   11,  107,   18,   47,   42,  877,    3,    3,    3,    7,10178,10209,   21,10129,    1,   65,    7,   75,    4,    7,   83,   94,   23,   72,   12,   14
  215,20171009,  223,   23,   27,   50,   13,   10,    1,  100,   13,  130,  109,    4,  152,   12,  105,    6,    0,    0,  222,   16,   28,   15,   24,10180,10206,    1,10148,   24,   30,   24,   75,   12,    8,   90,   95,    3,   78,   12,    4
  215,20171010,  237,   49,   50,   70,   15,   30,    1,  130,   24,  144,  113,    7,  157,   12,  109,   12,    6,    5,  311,    0,   -1,   -1,    1,10143,10148,   12,10138,    3,   39,    2,   75,   15,    8,   86,   96,    2,   80,   15,    5
  215,20171011,  219,   78,   79,   90,   13,   70,    3,  150,   13,  149,  140,   22,  157,   12,  135,   18,    0,    0,  328,   10,   32,   31,   24,10124,10138,    1,10102,   23,   56,   22,   75,   11,    8,   81,   89,    2,   72,   16,    5
  215,20171012,  259,   54,   58,   90,    2,   20,   21,  140,    1,  135,   96,   22,  159,   15,   84,   24,   58,   53,  862,    0,    0,    0,    1,10194,10224,   18,10117,    1,   65,   22,   81,   11,    7,   75,   93,   22,   63,   10,   14
  215,20171013,  225,   53,   55,   90,   15,   30,    1,  140,   18,  154,  111,    6,  181,   15,  100,    6,   19,   17,  525,    0,    0,    0,    1,10231,10241,   24,10221,    2,   50,    6,   75,   11,    7,   86,   96,    6,   79,    2,    9
  215,20171014,  224,   39,   40,   60,   10,   10,   22,  110,   14,  150,   96,   23,  192,   14,   73,   24,   82,   76,  987,    0,    0,    0,    1,10249,10256,    9,10240,    1,    1,   22,   75,   11,    2,   87,   99,   22,   70,   14,   16
  215,20171015,  176,   31,   33,   50,   11,   10,    1,   80,   11,  158,   87,    7,  221,   15,   65,   12,   94,   88, 1043,    0,    0,    0,    1,10208,10241,    1,10186,   16,    0,    4,   81,   14,    1,   82,   99,    3,   59,   14,   18
  215,20171016,  196,   40,   44,   60,   21,   20,    4,  110,   23,  188,  142,    4,  241,   14,  133,    6,   72,   67,  895,    0,    0,    0,    1,10189,10199,    9,10174,   16,   61,    4,   82,   14,    4,   77,   93,    4,   62,   14,   16
  215,20171017,  232,   28,   30,   50,    1,    0,   21,  100,    1,  127,   72,   23,  162,    1,   64,   24,    5,    5,  390,    0,    0,    0,    1,10195,10212,   11,10167,   24,   15,   22,   81,   13,    5,   81,   97,   20,   62,   13,    6
  215,20171018,  104,   18,   20,   30,    7,    0,    1,   60,    9,  140,  105,    1,  178,   13,   93,   24,   69,   65,  841,    0,    0,    0,    1,10131,10164,    1,10114,   24,    2,   24,   65,    1,    7,   88,   98,   24,   78,   13,   14
  215,20171019,  144,   31,   33,   60,   23,   10,    1,  110,   22,  155,   94,    3,  200,   15,   78,    6,   45,   43,  700,    4,    5,    5,   23,10083,10114,    1,10055,   23,    1,    1,   75,   15,    7,   84,   99,    1,   70,   14,   12
  215,20171020,  208,   65,   72,  100,   10,   40,    1,  160,   11,  138,  113,   24,  169,    1,  106,   24,   13,   12,  273,   23,   91,   75,    6,10068,10110,   22,10032,    5,   57,   15,   75,    3,    7,   80,   89,    6,   67,   20,    4
  215,20171021,  200,   70,   73,  100,   24,   40,    1,  180,   15,  132,  109,    4,  167,   12,  102,    6,   52,   50,  723,   15,   14,    6,    7,10074,10100,    1,10052,   24,   65,    7,   79,   13,    6,   76,   93,    7,   63,   13,   11
  215,20171022,  260,   69,   77,   90,    1,   60,    4,  170,   15,  116,  101,    2,  130,   11,  100,    6,    9,    9,  371,   88,   99,   24,    3,10095,10145,   24,10045,    3,   44,    2,   75,    7,    8,   81,   94,    3,   71,    9,    6
  215,20171023,  261,   47,   57,   80,    6,   20,   17,  140,   10,  131,  114,    6,  149,   14,  106,    6,   64,   63,  766,   49,   12,    3,   19,10177,10193,   18,10147,    1,   17,   22,   75,    2,    7,   81,   96,   19,   70,    8,   12
  215,20171024,  224,   60,   61,   90,   17,   40,    1,  140,   15,  155,  135,    1,  167,   14,  135,    6,    0,    0,  201,   33,    9,    2,    4,10185,10190,   18,10178,   15,   19,    9,   70,   12,    8,   92,   96,    1,   85,   23,    3
  215,20171025,  244,   43,   46,   80,    9,   10,   17,  140,    8,  142,   96,   22,  166,   11,   84,   24,   13,   13,  395,    0,   -1,   -1,    1,10205,10240,   22,10170,    4,    7,   21,   75,   14,    8,   88,   98,   21,   80,    8,    6
  215,20171026,  272,   28,   33,   50,   11,   20,    1,   90,   11,  138,  113,    7,  162,   12,  110,   12,   25,   25,  565,    0,   -1,   -1,    1,10237,10241,    9,10231,    5,   28,    6,   75,   11,    8,   87,   97,    7,   75,   23,    9
  215,20171027,  323,   58,   61,   80,   11,   40,   17,  150,    5,  124,  110,   17,  144,   12,  100,   18,   66,   66,  734,    3,   14,    9,    6,10287,10316,   17,10238,    1,   70,    9,   80,    3,    6,   72,   81,    9,   67,   11,   11
  215,20171028,  276,   87,   88,  110,   21,   70,    1,  180,   24,  129,  107,    5,  153,   20,  101,    6,    0,    0,  198,    0,    0,    0,    1,10188,10279,    1,10102,   24,   65,   23,   75,    1,    8,   79,   85,   15,   70,    2,    3
  215,20171029,  332,   85,   89,  130,    4,   60,   17,  210,    3,  111,   78,   17,  153,    1,   69,   18,   50,   51,  537,   15,   13,    3,    4,10175,10240,   24,10091,    3,   58,    4,   76,   19,    7,   70,   82,    1,   55,    7,    8
  215,20171030,  337,   29,   34,   60,    2,   10,   24,  130,    1,   91,   70,   18,  119,   12,   52,   18,   46,   47,  565,   10,   14,    6,    5,10275,10289,   19,10242,    1,   64,    1,   80,    2,    7,   75,   83,   18,   65,    4,    8
  215,20171031,  246,   44,   45,   70,   11,   20,    1,  120,   11,  115,   87,    1,  132,   21,   80,    6,    5,    5,  288,   11,    5,    2,   16,10243,10279,    1,10215,   22,   65,   15,   80,   10,    8,   78,   86,   16,   68,   10,    4
  215,20171101,  220,   40,   43,   60,   20,   30,    7,   90,   11,  119,   98,   23,  138,   14,   92,   24,   18,   19,  390,    0,    0,    0,    1,10190,10214,    9,10138,   24,   50,    9,   80,   20,    8,   81,   93,    8,   67,   20,    6
  215,20171102,  291,   21,   27,   40,   11,   10,   20,   80,   13,  102,   38,   22,  146,   13,   30,   24,    7,    7,  322,    0,   -1,   -1,    1,10139,10168,   24,10116,    4,   28,   21,   75,   13,    6,   86,   97,   22,   79,   19,    5
  215,20171103,  179,   14,   18,   30,   11,    0,    1,   60,   11,   97,   66,    1,  140,   11,   52,   18,   17,   18,  404,    0,    0,    0,    1,10145,10167,    1,10109,   24,   46,   20,   83,   12,    7,   86,   97,    4,   57,   12,    6
  215,20171104,  201,   25,   42,   60,   12,   20,    1,  100,   12,  111,   90,    6,  133,   11,   88,    6,   19,   20,  352,   35,   40,   14,   14,10050,10103,    1,10015,   16,   38,   14,   75,   23,    8,   86,   94,   15,   75,   11,    5
  215,20171105,  302,   41,   46,   60,    9,   30,    1,  150,   23,   91,   63,   18,  109,    1,   59,   18,   44,   47,  445,   21,   38,   19,   24,10108,10182,   24,10054,    1,   57,   24,   83,   18,    6,   72,   85,   24,   64,   18,    6
  215,20171106,  339,   20,   26,   60,    2,    0,   22,  120,    1,   64,    1,   24,  109,   12,  -16,   24,   67,   72,  715,   18,   16,    8,    5,10239,10263,   21,10186,    1,    5,   24,   83,   14,    4,   79,   98,   21,   61,   11,    9
  215,20171107,  126,   13,   15,   30,   14,   10,    1,   50,   13,   28,  -25,    8,   92,   14,  -37,   12,   82,   88,  681,    0,    0,    0,    1,10216,10254,    1,10183,   24,    0,   22,   75,   16,    2,   91,   99,   23,   71,   13,    8
  215,20171108,   29,   12,   15,   30,   10,    0,   23,   50,   11,   51,   -2,    2,   80,   15,   -1,    6,    0,    0,  192,    6,    3,    3,    8,10206,10226,   20,10180,    2,    2,    1,   57,   15,    8,   93,   99,    1,   85,   14,    2
  215,20171109,  226,   27,   33,   70,   12,   10,    1,  110,   12,   86,   47,    7,  119,   12,   41,   12,   26,   28,  376,   48,   46,   23,   18,10214,10228,    2,10196,   23,   25,   14,   83,   12,    8,   91,   98,    2,   59,   12,    5
  215,20171110,  283,   71,   77,  110,   12,   20,    1,  180,   12,   99,   76,    3,  120,   11,   69,   24,   47,   52,  399,   16,   15,    4,   10,10148,10189,    1,10126,   11,   58,    9,   80,   12,    6,   72,   93,    2,   60,   16,    6
  215,20171111,  294,   47,   53,   80,    1,   20,   22,  120,    1,   86,   40,   24,  104,   12,   31,   24,   19,   21,  323,   20,   35,   17,    5,10095,10139,    1,10076,   13,   63,    5,   80,   14,    8,   74,   85,    5,   68,    2,    5
  215,20171112,  323,   37,   53,   90,   22,   20,    2,  180,   21,   64,   42,    2,   90,   23,   38,    6,   16,   18,  245,   85,   79,   14,   14,10051,10120,   24,10006,   12,   58,   14,   83,    8,    8,   80,   94,    3,   64,    8,    3
  215,20171113,  350,   51,   56,   90,    3,   20,   21,  170,    1,   75,   31,   23,  105,   11,   22,   24,   51,   57,  490,   11,   16,    8,    1,10198,10236,   23,10130,    1,   65,   24,   82,   10,    6,   74,   91,   24,   64,   10,    7
  215,20171114,  228,   39,   42,   60,   10,   30,    1,  100,   10,   89,   42,    1,  106,   18,   36,    6,    4,    4,  156,   46,   29,    7,   13,10227,10238,   23,10220,    6,   20,   13,   80,    6,    8,   87,   96,   20,   65,    6,    2
  215,20171115,  196,   31,   32,   40,    2,   20,   16,   70,    5,  102,   93,    6,  115,   13,   93,    6,    3,    3,  196,   22,    7,    2,   16,10242,10249,   10,10235,   24,   13,    6,   56,   15,    8,   96,   97,    5,   93,   12,    3
  215,20171116,  228,   22,   37,   50,   20,   20,   21,  120,   20,   97,   52,   24,  116,   15,   30,   24,    0,    0,  136,   22,   25,    8,   19,10226,10255,   24,10211,   14,   20,    4,   73,   22,    7,   92,   97,    5,   79,   22,    2
  215,20171117,  272,   21,   24,   50,   23,   10,    2,   90,   23,   62,   18,    7,  106,   12,    4,    6,   59,   68,  496,    0,    0,    0,    1,10266,10282,   10,10240,   24,   50,    6,   83,   21,    6,   77,   98,    5,   57,   11,    7
  215,20171118,  284,   67,   71,  100,   10,   40,   18,  160,   12,   83,   56,   23,   97,   12,   48,   24,    8,    9,  220,    8,    4,    3,   23,10184,10233,    1,10157,   23,   70,   17,   83,    1,    8,   70,   82,   17,   61,    4,    3
  215,20171119,  310,   67,   70,   90,    6,   40,   23,  160,    6,   80,   55,    1,  101,   11,   50,    6,   46,   53,  391,    6,    4,    2,    1,10188,10216,   21,10158,    1,   69,   10,   81,    2,    5,   70,   80,   20,   62,   10,    5
  215,20171120,  243,   51,   59,   80,   17,   30,    7,  140,   16,   89,   56,    7,  121,   20,   54,   12,    0,    0,   84,   80,   88,   28,   14,10139,10206,    1,10095,   17,   26,   14,   80,    2,    8,   87,   97,   14,   65,    2,    1
  215,20171121,  236,   64,   67,   90,   22,   50,    2,  140,   22,  121,  113,   20,  125,   17,  110,   24,    0,    0,   84,   19,    9,    4,    9,10091,10108,    1,10058,   24,   27,    8,   70,   18,    8,   89,   95,    8,   81,   23,    1
  215,20171122,  199,   80,   83,  100,    3,   70,   13,  160,    6,  115,  104,   19,  132,   14,   95,   24,   38,   45,  364,   21,   16,    9,    3,10021,10052,    1, 9965,   24,   56,    3,   83,   20,    5,   75,   90,    3,   61,   22,    6
  215,20171123,  211,   72,   78,  130,    9,   40,   22,  210,    9,  112,   80,   23,  140,   10,   73,   24,   20,   24,  228,    3,    7,    7,   13, 9999,10070,   21, 9931,    6,   64,   12,   83,    1,    6,   72,   86,   11,   59,   15,    3
  215,20171124,  232,   16,   20,   40,    1,    0,   23,   90,    3,   63,   31,   24,   89,   14,   27,   24,   22,   26,  241,   64,   67,   26,    3,10097,10121,   19,10060,    5,   58,    2,   75,   14,    8,   89,   97,    5,   73,   14,    3
