WKT;ID;SPANNINGSN
"POINT (52.3161666555668 6.50465197116908)";368584.0000000000;LS
"POINT (52.3062271475619 6.51844394836694)";368585.0000000000;LS
"POINT (53.1170431024504 6.47332077589137)";391978.0000000000;LS
"POINT (52.7820020889322 6.93404528030044)";410427.0000000000;LS
"POINT (52.2894566171779 6.52598880469542)";368581.0000000000;LS
"POINT (52.307556744084 6.51904059207049)";368583.0000000000;LS
"POINT (52.3354760206807 6.10727728618605)";368463.0000000000;LS
"POINT (51.7281695167225 5.18955153132723)";391860.0000000000;LS
"POINT (51.7273638954308 5.10981406201235)";391861.0000000000;LS
"POINT (51.4691098652123 5.50283318756844)";397005.0000000000;LS
"POINT (51.5104049852367 5.13009338978618)";391863.0000000000;LS
"POINT (52.5509047482845 6.57625847331142)";407824.0000000000;LS
"POINT (52.3495021827743 6.09077231052309)";368462.0000000000;LS
"POINT (52.6616533210721 6.01127291118899)";398056.0000000000;LS
"POINT (51.406677352193 6.03681689722265)";391921.0000000000;LS
"POINT (51.2754124033433 5.91279516206)";391922.0000000000;LS
"POINT (52.4454191064489 6.16501474357464)";368902.0000000000;LS
"POINT (52.6079325605196 5.93815447076137)";368903.0000000000;LS
"POINT (52.4933121223259 6.11811862269713)";368904.0000000000;LS
"POINT (52.379079588396 6.29304806752395)";368905.0000000000;LS
"POINT (52.5335832271684 6.42253488687515)";368908.0000000000;LS
"POINT (52.2389577541898 6.17872065422056)";369029.0000000000;LS
"POINT (52.5291591953804 6.10285376303839)";369030.0000000000;LS
"POINT (52.5356258620061 6.35879908380202)";369032.0000000000;LS
"POINT (51.2859072015519 6.07316433240665)";402804.0000000000;LS
"POINT (52.2631780381986 6.17500831228001)";368653.0000000000;LS
"POINT (52.2549315124344 6.15670836698084)";368654.0000000000;LS
"POINT (52.2390936170661 6.19113863897231)";368655.0000000000;LS
"POINT (52.2650774831703 6.1496546409823)";368657.0000000000;LS
"POINT (52.2614005082401 6.1674718174121)";368658.0000000000;LS
"POINT (52.2420087652123 6.20259247581889)";368659.0000000000;LS
"POINT (52.2594685608786 6.15751377104433)";368660.0000000000;LS
"POINT (52.2469136932466 6.1811560658318)";368661.0000000000;LS
"POINT (52.271585564002 6.17386593533831)";368769.0000000000;LS
"POINT (52.2700404232434 6.17497933877347)";368770.0000000000;LS
"POINT (52.2497887976683 6.15955380687786)";368771.0000000000;LS
"POINT (52.2561828987117 6.18568346593135)";368772.0000000000;LS
"POINT (51.6592911731615 5.03034516130919)";402429.0000000000;LS
"POINT (52.2433306716919 6.16934729235875)";368774.0000000000;LS
"POINT (51.439763289343 5.44751408171393)";408331.0000000000;LS
"POINT (52.5271115319231 6.36086174643504)";368910.0000000000;LS
"POINT (52.5195652652734 6.20302102804097)";368911.0000000000;LS
"POINT (52.4327025077859 6.36108359032294)";368912.0000000000;LS
"POINT (52.4379517456299 6.38030763264436)";368913.0000000000;LS
"POINT (52.4745718003479 5.92752384675415)";368916.0000000000;LS
"POINT (52.4929186761304 6.12353483707101)";368917.0000000000;LS
"POINT (50.9471371271621 5.79633020001446)";393352.0000000000;LS
"POINT (50.9400193323875 5.79914196916737)";393353.0000000000;LS
"POINT (52.5040890663108 6.08348531796647)";369036.0000000000;LS
"POINT (52.5290225184373 6.10194655144973)";369037.0000000000;LS
"POINT (52.2474985331748 6.19463994924577)";369038.0000000000;LS
"POINT (52.4958449253316 6.11776480479187)";369039.0000000000;LS
"POINT (50.9530110485605 5.7804414624387)";393367.0000000000;LS
"POINT (50.9375938507921 5.78916518384866)";393368.0000000000;LS
"POINT (52.2900234453111 6.14584547440202)";369034.0000000000;LS
"POINT (52.2447290448053 6.19463124450542)";368662.0000000000;LS
"POINT (52.2433698186541 6.18972065493193)";368663.0000000000;LS
"POINT (52.2422343165486 6.19342755700674)";368665.0000000000;LS
"POINT (52.2541278798231 6.15705545143431)";368666.0000000000;LS
"POINT (52.2497285045652 6.18056505239163)";368667.0000000000;LS
"POINT (51.6896026979165 4.88088564129785)";393309.0000000000;LS
"POINT (51.6887720962727 4.87848012364102)";393310.0000000000;LS
"POINT (51.5859647495496 4.91375895528623)";394935.0000000000;LS
"POINT (52.2639582143307 6.14538610966522)";368778.0000000000;LS
"POINT (52.2626599236366 6.16941806761395)";368779.0000000000;LS
"POINT (52.2709664885978 6.14236217716393)";368781.0000000000;LS
"POINT (52.2506984240754 6.15574209182987)";368783.0000000000;LS
"POINT (50.9555642313553 5.78120698172908)";393337.0000000000;LS
"POINT (50.9499231745137 5.76599726638455)";393338.0000000000;LS
"POINT (50.9506009433398 5.77113174223108)";393339.0000000000;LS
"POINT (51.3614223579541 5.72457654620888)";393624.0000000000;LS
"POINT (51.8033281737293 4.91875471385543)";399332.0000000000;LS
"POINT (52.4421782562128 6.23448338534601)";368918.0000000000;LS
"POINT (52.558033121396 6.45807653555409)";368923.0000000000;LS
"POINT (52.4432454839982 6.23707941014146)";368919.0000000000;LS
"POINT (51.3745445808068 6.11999784323889)";406028.0000000000;LS
"POINT (52.5633293347196 5.90500031634673)";368922.0000000000;LS
"POINT (50.9455821581122 5.76203068111027)";393354.0000000000;LS
"POINT (50.9480540232913 5.75767734220668)";393355.0000000000;LS
"POINT (52.1977547760437 6.85922030470714)";408867.0000000000;LS
"POINT (52.3164400152732 6.5018204005745)";369042.0000000000;LS
"POINT (52.2592579784698 6.21475367298158)";369044.0000000000;LS
"POINT (52.2620326905348 6.2193660311055)";369045.0000000000;LS
"POINT (52.5898472471054 6.02531061234128)";369046.0000000000;LS
"POINT (52.5032413331024 6.08378934309986)";369047.0000000000;LS
"POINT (53.1936317878578 6.4631092129722)";407847.0000000000;LS
"POINT (50.9470047497565 5.80026392057776)";393369.0000000000;LS
"POINT (52.2401611299214 6.19849930695131)";368673.0000000000;LS
"POINT (52.2699746733087 6.16172091372775)";368668.0000000000;LS
"POINT (52.2401367519753 6.20069470910074)";368674.0000000000;LS
"POINT (51.4881393611047 4.2917614786213)";393312.0000000000;LS
"POINT (52.2422589981895 6.19811779542519)";368669.0000000000;LS
"POINT (52.2567217099764 6.15558760833724)";368670.0000000000;LS
"POINT (52.2740167463013 6.14785261375168)";368671.0000000000;LS
"POINT (51.5540425068976 4.9488348131524)";394936.0000000000;LS
"POINT (51.4979449906179 5.74278429625151)";401860.0000000000;LS
"POINT (52.2590326002616 6.1415318485056)";368785.0000000000;LS
"POINT (52.2697785804671 6.13678169448429)";368786.0000000000;LS
"POINT (52.2526020299372 6.1581342585371)";368787.0000000000;LS
"POINT (52.2691493700904 6.17132738195384)";368788.0000000000;LS
"POINT (52.274211095771 6.16530897591664)";368789.0000000000;LS
"POINT (50.9591892563528 5.78298363002536)";393340.0000000000;LS
"POINT (50.9475983468098 5.77352483279738)";393341.0000000000;LS
"POINT (50.9496289332826 5.77637475105678)";393342.0000000000;LS
"POINT (52.6034209238554 5.85865174937252)";368925.0000000000;LS
"POINT (52.5110386855937 6.43965794985245)";368926.0000000000;LS
"POINT (52.3204355238901 6.34512160286007)";368927.0000000000;LS
"POINT (52.5282410027312 6.42277299364555)";368928.0000000000;LS
"POINT (50.9341095422257 5.78863354050982)";393356.0000000000;LS
"POINT (52.430435744368 6.13346209561291)";368929.0000000000;LS
"POINT (50.9419865970503 5.76684900920106)";393357.0000000000;LS
"POINT (50.9459294205904 5.80288027424012)";393358.0000000000;LS
"POINT (51.5333471900371 5.21546770802702)";393631.0000000000;LS
"POINT (52.2388414672365 6.21084750715637)";369051.0000000000;LS
"POINT (52.3044829235941 6.51513482262033)";369052.0000000000;LS
"POINT (52.5412272806316 6.277704238526)";369056.0000000000;LS
"POINT (52.252369098424 6.1804864868484)";368677.0000000000;LS
"POINT (52.2506216080971 6.17975693184615)";368676.0000000000;LS
"POINT (52.2461213963166 6.17757734085476)";368683.0000000000;LS
"POINT (52.2788035437005 6.15256513338183)";368684.0000000000;LS
"POINT (52.2522652843556 6.15687521022504)";368794.0000000000;LS
"POINT (52.274186360167 6.15592746249384)";368795.0000000000;LS
"POINT (50.9535486655725 5.77447174360197)";393344.0000000000;LS
"POINT (52.2763410465715 6.16049490224941)";368790.0000000000;LS
"POINT (52.2535140583941 6.15311639079356)";368791.0000000000;LS
"POINT (52.2660056153472 6.17553135151836)";368792.0000000000;LS
"POINT (50.9483762234151 5.77874094945995)";393345.0000000000;LS
"POINT (51.3885062834732 5.72625672545849)";393625.0000000000;LS
"POINT (52.4907628392288 6.51089271923458)";368930.0000000000;LS
"POINT (52.5803759145625 5.84157270347659)";368931.0000000000;LS
"POINT (52.5024876227648 6.08886200607884)";368934.0000000000;LS
"POINT (50.941776900295 5.7943925576563)";393359.0000000000;LS
"POINT (50.940541632496 5.79529674713707)";393360.0000000000;LS
"POINT (51.5888725874473 5.97488823155154)";393629.0000000000;LS
"POINT (52.6069499690377 5.90407920387642)";369061.0000000000;LS
"POINT (52.5370962498317 6.05773126979294)";369058.0000000000;LS
"POINT (52.2606826887628 6.16340299538529)";369062.0000000000;LS
"POINT (52.252857500298 6.16887484758)";369063.0000000000;LS
"POINT (51.5686039232502 4.64495133482839)";398594.0000000000;LS
"POINT (52.537468275908 6.0523387297291)";369059.0000000000;LS
"POINT (52.2654601510054 6.15339929562527)";368686.0000000000;LS
"POINT (52.2612517946901 6.13853864538659)";368688.0000000000;LS
"POINT (52.2689056775323 6.13986952458272)";368689.0000000000;LS
"POINT (51.4870957704423 4.2923937724216)";393314.0000000000;LS
"POINT (51.6069340509122 4.92773685177748)";394939.0000000000;LS
"POINT (51.4837854977766 4.29664227229033)";393316.0000000000;LS
"POINT (52.2744029339906 6.13890576885315)";368796.0000000000;LS
"POINT (52.2515397626711 6.17489569963048)";368798.0000000000;LS
"POINT (52.2488809599683 6.17205238122534)";368800.0000000000;LS
"POINT (52.2619286449455 6.14662653281992)";368801.0000000000;LS
"POINT (52.2646144859726 6.16148784921722)";368804.0000000000;LS
"POINT (52.5989892169649 6.10070958595692)";368937.0000000000;LS
"POINT (52.590881542465 5.86146843334185)";368939.0000000000;LS
"POINT (52.5818161274931 6.0928764208518)";368941.0000000000;LS
"POINT (52.5092453225205 6.08441784938034)";368942.0000000000;LS
"POINT (52.6227658034629 6.03450801862545)";368944.0000000000;LS
"POINT (52.4590650896028 6.51228822571269)";397879.0000000000;LS
"POINT (52.4003925150861 6.27081630562921)";369067.0000000000;LS
"POINT (51.4926579021771 5.67350306182983)";393614.0000000000;LS
"POINT (51.285917483566 5.73715286459033)";391937.0000000000;LS
"POINT (51.423101920465 6.03204944602874)";391938.0000000000;LS
"POINT (52.760741833541 6.4685595862603)";407827.0000000000;LS
"POINT (51.4849862120214 5.96342011498373)";391940.0000000000;LS
"POINT (52.3136227345764 6.11432975056747)";368520.0000000000;LS
"POINT (52.3215329610272 6.22118521667849)";368521.0000000000;LS
"POINT (51.2658631406348 5.95699088614654)";391936.0000000000;LS
"POINT (52.6115001447783 6.57707313946328)";407828.0000000000;LS
"POINT (52.1791029673781 6.56454982556761)";400164.0000000000;LS
"POINT (51.2579916253799 5.93513661957219)";397868.0000000000;LS
"POINT (52.2862262366896 6.49466421639241)";368591.0000000000;LS
"POINT (52.3038589533486 6.74347663229102)";408865.0000000000;LS
"POINT (53.2374161979218 6.525082223512)";398061.0000000000;LS
"POINT (51.6944322897463 5.05966389325192)";345241.0000000000;LS
"POINT (51.6444329453451 4.85940477853715)";397853.0000000000;LS
"POINT (51.2639781060205 6.03926438399897)";391941.0000000000;LS
"POINT (51.2628817703912 5.90883232027727)";391942.0000000000;LS
"POINT (51.3963005588299 6.0268519450488)";391943.0000000000;LS
"POINT (52.3164650852057 6.11265444668996)";368522.0000000000;LS
"POINT (52.3659413070145 6.12835628764392)";368523.0000000000;LS
"POINT (52.3183478903911 6.10855810690544)";368524.0000000000;LS
"POINT (52.3444324050437 6.19935291323018)";368525.0000000000;LS
"POINT (52.3254687887696 6.12122044532315)";368526.0000000000;LS
"POINT (52.3141855946115 6.17389674258929)";368527.0000000000;LS
"POINT (52.3121698039282 6.51028580507525)";368596.0000000000;LS
"POINT (52.3128129773721 6.4997275703673)";368597.0000000000;LS
"POINT (52.3071721726942 6.49712862965617)";368598.0000000000;LS
"POINT (52.2979463932808 6.5004210309059)";368592.0000000000;LS
"POINT (52.3182128237301 6.52085577769628)";368593.0000000000;LS
"POINT (52.3713854300227 6.11905179748985)";368466.0000000000;LS
"POINT (52.3268773588102 6.08361286675658)";368467.0000000000;LS
"POINT (52.3405003757524 6.08200626029345)";368468.0000000000;LS
"POINT (52.3295687730613 6.20130672193943)";368470.0000000000;LS
"POINT (52.3302772198954 6.18579599969257)";368471.0000000000;LS
"POINT (51.1487960722434 5.99737965030247)";391887.0000000000;LS
"POINT (51.4318532737535 6.03316437175793)";391888.0000000000;LS
"POINT (52.3264820531554 6.13039290631441)";368465.0000000000;LS
"POINT (52.3092195719858 6.1628275550456)";368528.0000000000;LS
"POINT (52.3099582820366 6.14027211748571)";368529.0000000000;LS
"POINT (52.3082430227436 6.11593393643343)";368530.0000000000;LS
"POINT (52.3308371590446 6.14783312489917)";368531.0000000000;LS
"POINT (52.3439835040622 6.13687800817928)";368532.0000000000;LS
"POINT (52.3071826428028 6.14935042413217)";368534.0000000000;LS
"POINT (52.3214240676275 6.2317135580896)";368533.0000000000;LS
"POINT (52.3253600931056 6.12426490095293)";368535.0000000000;LS
"POINT (52.3418070679197 6.23224505342504)";368536.0000000000;LS
"POINT (52.3186950943911 6.11881113117028)";368537.0000000000;LS
"POINT (52.3178966879899 6.50440630221917)";368600.0000000000;LS
"POINT (52.3180449431118 6.50700441603551)";368601.0000000000;LS
"POINT (52.3038307512503 6.52668987629857)";368602.0000000000;LS
"POINT (52.3202702070566 6.50449964456821)";368603.0000000000;LS
"POINT (52.3007453841239 6.48025022273515)";368605.0000000000;LS
"POINT (52.3090450108483 6.49902929663953)";368599.0000000000;LS
"POINT (51.6587554099925 5.62577721819236)";391824.0000000000;LS
"POINT (52.3490786621478 6.18275516960445)";368474.0000000000;LS
"POINT (52.3359565285762 6.12278303631635)";368475.0000000000;LS
"POINT (52.3415328450819 6.09409961135402)";368476.0000000000;LS
"POINT (52.3241142630459 6.10569880801835)";368478.0000000000;LS
"POINT (51.2622122012539 5.99279372652545)";391889.0000000000;LS
"POINT (51.3205928266113 5.97869098985495)";391890.0000000000;LS
"POINT (52.3100846620714 6.12767269594185)";368472.0000000000;LS
"POINT (52.3328243379144 6.12236938956953)";368473.0000000000;LS
"POINT (52.3009759796495 6.51536708354605)";368544.0000000000;LS
"POINT (52.3139166738812 6.12664554507889)";368538.0000000000;LS
"POINT (52.3073713276063 6.52098946323196)";368540.0000000000;LS
"POINT (52.3084608027896 6.51133310792179)";368541.0000000000;LS
"POINT (52.3060157543542 6.51219593959843)";368542.0000000000;LS
"POINT (52.301958818482 6.52440783027829)";368545.0000000000;LS
"POINT (52.3018712997969 6.53201654316806)";368546.0000000000;LS
"POINT (52.3130656209646 6.54950380860645)";368609.0000000000;LS
"POINT (52.3214439276616 6.51094129656126)";368611.0000000000;LS
"POINT (51.7073417776268 5.67616366440218)";391826.0000000000;LS
"POINT (52.3197498896356 6.50790251179366)";368607.0000000000;LS
"POINT (52.3645364612982 6.14457337028406)";368479.0000000000;LS
"POINT (52.3590456064968 6.1036527766429)";368480.0000000000;LS
"POINT (52.3479518349647 6.16525089069747)";368481.0000000000;LS
"POINT (52.3615224700352 6.10239853752607)";368482.0000000000;LS
"POINT (52.3242138281748 6.21667047691811)";368483.0000000000;LS
"POINT (52.3271297702508 6.19601693924057)";368484.0000000000;LS
"POINT (52.9905031582899 6.57302040555643)";395832.0000000000;LS
"POINT (51.4095718723057 6.03713796594722)";391892.0000000000;LS
"POINT (51.2597058611762 5.99326883229863)";391893.0000000000;LS
"POINT (52.3133471661735 6.51531355638444)";368550.0000000000;LS
"POINT (52.3126935949554 6.51342961392191)";368551.0000000000;LS
"POINT (51.5252095115506 6.02380394429602)";391944.0000000000;LS
"POINT (51.2631757176362 5.99744111941837)";391945.0000000000;LS
"POINT (51.1960363498881 5.81050096152229)";391946.0000000000;LS
"POINT (52.3129406173509 6.52612056900558)";368547.0000000000;LS
"POINT (52.3111563652229 6.5373073507344)";368548.0000000000;LS
"POINT (52.3154609306969 6.53075016018702)";368549.0000000000;LS
"POINT (51.2369947282136 6.05612672279144)";391947.0000000000;LS
"POINT (52.3432257557502 6.1151903951276)";368423.0000000000;LS
"POINT (52.3501276444704 6.19311139988968)";368424.0000000000;LS
"POINT (52.3224144162871 6.20620009509716)";368425.0000000000;LS
