WKT;ID;SPANNINGSN
"POINT (53.0036919308569 6.54482614462332)";6276715.0000000000;LS
"POINT (53.0030014698738 6.54616004393067)";6276716.0000000000;LS
"POINT (52.993472429605 6.58377898424077)";6273433.0000000000;LS
"POINT (53.0117229083558 6.61096143479964)";6273434.0000000000;LS
"POINT (53.0117820141991 6.61361683724968)";6273435.0000000000;LS
"POINT (52.987723046701 6.5594468123075)";6273430.0000000000;LS
"POINT (53.0105503057805 6.61418953020037)";6273436.0000000000;LS
"POINT (52.5665766187543 6.60606225770664)";6276159.0000000000;LS
"POINT (53.0133630845302 6.54921274718173)";6273432.0000000000;LS
"POINT (53.0171358099809 6.61250993033392)";6273438.0000000000;LS
"POINT (53.0102662749397 6.61267219376986)";6273439.0000000000;LS
"POINT (53.1388904020846 6.92577632410928)";6273441.0000000000;LS
"POINT (53.1149594871451 6.34528997875403)";6273442.0000000000;LS
"POINT (52.6911546645149 6.9096500865839)";6273443.0000000000;LS
"POINT (52.728912847666 6.99129982202272)";6273444.0000000000;LS
"POINT (53.2207750738741 6.94116036154246)";6275335.0000000000;LS
"POINT (53.4287241781489 6.81514035427334)";6275337.0000000000;LS
"POINT (52.7954246781311 6.71458635658623)";6273682.0000000000;LS
"POINT (52.8020353646847 6.66904972629836)";6273680.0000000000;LS
"POINT (52.7954602369692 6.71612402795119)";6273683.0000000000;LS
"POINT (52.7962879871988 6.71441112743515)";6273681.0000000000;LS
"POINT (52.565806344325 6.60626915952856)";6276160.0000000000;LS
"POINT (50.9402063531866 5.950767961934)";6273451.0000000000;LS
"POINT (53.1699460980825 6.98291087881378)";6273452.0000000000;LS
"POINT (52.7827447253152 6.7005848325507)";6273684.0000000000;LS
"POINT (52.9935555364722 6.57750901547294)";6273454.0000000000;LS
"POINT (52.7848313643386 6.69469557222758)";6273685.0000000000;LS
"POINT (52.5659946208655 6.6070988126888)";6276161.0000000000;LS
"POINT (52.5651239482789 6.60647339145964)";6276162.0000000000;LS
"POINT (51.6760446892772 5.05355227177093)";6212875.0000000000;LS
"POINT (51.6802912558196 5.05415881404208)";6212876.0000000000;LS
"POINT (51.3960905687391 5.11928639824226)";6212877.0000000000;LS
"POINT (51.6588698368104 4.95101156193415)";6212984.0000000000;LS
"POINT (51.6595228712351 4.94661266016589)";6212985.0000000000;LS
"POINT (51.6774641115771 4.95003587835462)";6212986.0000000000;LS
"POINT (51.6819950118514 4.94977892584759)";6212987.0000000000;LS
"POINT (51.6817884164377 4.94754643829667)";6212988.0000000000;LS
"POINT (51.6843330855427 4.9475701649993)";6212989.0000000000;LS
"POINT (51.6826365180577 4.95103367293715)";6212990.0000000000;LS
"POINT (51.6861496394514 4.94768362808548)";6212991.0000000000;LS
"POINT (51.6851386156575 4.95155402458142)";6212992.0000000000;LS
"POINT (51.6850779077416 4.94973168586754)";6212993.0000000000;LS
"POINT (51.686875335639 4.9489662213303)";6212994.0000000000;LS
"POINT (51.691272655766 4.94690328883392)";6212995.0000000000;LS
"POINT (51.6540706097056 4.96279517861991)";6212996.0000000000;LS
"POINT (51.6747841320581 4.96690032837004)";6212997.0000000000;LS
"POINT (51.6800149106197 4.96464616294765)";6212998.0000000000;LS
"POINT (51.6725528296298 4.95860520582719)";6212999.0000000000;LS
"POINT (51.6746701644469 4.95475196376689)";6213000.0000000000;LS
"POINT (51.6592627257972 5.0329072288598)";6213060.0000000000;LS
"POINT (51.6603792802018 5.03073356206326)";6213061.0000000000;LS
"POINT (51.6609142239444 5.03108330408988)";6213062.0000000000;LS
"POINT (51.6604530856909 5.02713480027999)";6213063.0000000000;LS
"POINT (51.6645782555738 5.03302848009484)";6213065.0000000000;LS
"POINT (51.6650963695483 5.03275890405316)";6213066.0000000000;LS
"POINT (51.6526833327847 5.03482158766974)";6213067.0000000000;LS
"POINT (51.6518879430096 5.03499844294597)";6213068.0000000000;LS
"POINT (51.653431372085 5.03463896747521)";6213069.0000000000;LS
"POINT (51.6550286778142 5.03782102982157)";6213070.0000000000;LS
"POINT (51.6599857227938 5.03622458765435)";6213071.0000000000;LS
"POINT (51.6611633069707 5.03822995775995)";6213072.0000000000;LS
"POINT (51.6603495989086 5.0402752953201)";6213073.0000000000;LS
"POINT (51.6611438094865 5.0356885036106)";6213074.0000000000;LS
"POINT (51.6631406089106 5.03896520486536)";6213075.0000000000;LS
"POINT (51.4831045810396 5.13195589020052)";6213133.0000000000;LS
"POINT (51.4840387033529 5.13454407930705)";6213134.0000000000;LS
"POINT (51.4853416448885 5.12916894026634)";6213135.0000000000;LS
"POINT (51.4854967018285 5.13072069135702)";6213136.0000000000;LS
"POINT (51.4883159023691 5.13415647017812)";6213137.0000000000;LS
"POINT (51.4891515287932 5.13383143075244)";6213138.0000000000;LS
"POINT (51.5764485441327 5.13062659644705)";6213139.0000000000;LS
"POINT (51.577836026601 5.1327222171532)";6213140.0000000000;LS
"POINT (51.5811487421071 5.13168649601972)";6213141.0000000000;LS
"POINT (51.5801480588843 5.13375592973759)";6213142.0000000000;LS
"POINT (51.5834673919069 5.13310998777772)";6213143.0000000000;LS
"POINT (51.6788479066816 5.13389115450525)";6213144.0000000000;LS
"POINT (51.6828975370366 5.13272384837231)";6213145.0000000000;LS
"POINT (51.6818333995376 5.13365417864538)";6213146.0000000000;LS
"POINT (51.689617670237 5.13558345383105)";6213193.0000000000;LS
"POINT (51.6910565078925 5.13670685586884)";6213194.0000000000;LS
"POINT (51.6901671249506 5.13450922920352)";6213195.0000000000;LS
"POINT (51.6937270925285 5.13977449681478)";6213196.0000000000;LS
"POINT (51.6935573135294 5.13597630160605)";6213197.0000000000;LS
"POINT (51.567853021352 5.15430115868685)";6213198.0000000000;LS
"POINT (51.4817452097161 5.1431396164716)";6213200.0000000000;LS
"POINT (51.4820484039456 5.14732541825667)";6213201.0000000000;LS
"POINT (51.4833204986295 5.14285115725953)";6213202.0000000000;LS
"POINT (51.4847955159046 5.14295485382497)";6213203.0000000000;LS
"POINT (51.4863874565815 5.14788173130105)";6213204.0000000000;LS
"POINT (51.4862678911775 5.14343050977861)";6213205.0000000000;LS
"POINT (51.488668807798 5.14403697835251)";6213206.0000000000;LS
"POINT (51.5774660365704 5.14314877437646)";6213207.0000000000;LS
"POINT (51.6764234915562 4.95870800026019)";6213001.0000000000;LS
"POINT (51.6649115594331 4.97932590530389)";6213002.0000000000;LS
"POINT (51.6678236301744 4.9834213594157)";6213003.0000000000;LS
"POINT (51.6484864964978 4.99809727392168)";6213004.0000000000;LS
"POINT (51.6519096102736 5.00350580605508)";6213005.0000000000;LS
"POINT (51.6563185160724 5.01072944826484)";6213006.0000000000;LS
"POINT (51.6629791091776 5.0064510224767)";6213008.0000000000;LS
"POINT (50.9288549646373 5.73895406791897)";6238562.0000000000;LS
"POINT (50.7716049577551 6.02099260461077)";6238563.0000000000;LS
"POINT (51.5343144455299 5.98842128701519)";6238564.0000000000;LS
"POINT (51.6645375402299 5.03831038410795)";6213076.0000000000;LS
"POINT (51.6629524824278 5.0360108419627)";6213077.0000000000;LS
"POINT (51.6635129787041 5.03389499616863)";6213078.0000000000;LS
"POINT (51.6256473894118 5.04598405227703)";6213079.0000000000;LS
"POINT (51.635585998173 5.04105758030912)";6213081.0000000000;LS
"POINT (51.6556166691387 5.04353023097355)";6213082.0000000000;LS
"POINT (51.6553952665124 5.04480871658607)";6213083.0000000000;LS
"POINT (51.6539008484318 5.04626524247956)";6213084.0000000000;LS
"POINT (51.6591847144573 5.04241370542548)";6213085.0000000000;LS
"POINT (51.6605896127719 5.0463406751098)";6213086.0000000000;LS
"POINT (51.6618716324048 5.04698655130445)";6213087.0000000000;LS
"POINT (51.6617843686656 5.04401305525841)";6213088.0000000000;LS
"POINT (51.6621555798124 5.04135759183369)";6213089.0000000000;LS
"POINT (51.6539906555259 5.05046583820012)";6213092.0000000000;LS
"POINT (51.6840697699228 5.12765993689603)";6213147.0000000000;LS
"POINT (51.684001749572 5.12916768688663)";6213148.0000000000;LS
"POINT (51.6838664572842 5.13312255159431)";6213149.0000000000;LS
"POINT (51.6832286028667 5.13092644403785)";6213150.0000000000;LS
"POINT (51.6919976427251 5.13218357890332)";6213151.0000000000;LS
"POINT (51.4604757603725 5.13608707252977)";6213152.0000000000;LS
"POINT (51.4624519975345 5.13652232939071)";6213153.0000000000;LS
"POINT (51.4641867601791 5.13905929469868)";6213154.0000000000;LS
"POINT (51.4744882740518 5.141671243865)";6213155.0000000000;LS
"POINT (51.4825120322941 5.14082420507048)";6213156.0000000000;LS
"POINT (51.4831930538077 5.13582781508619)";6213157.0000000000;LS
"POINT (51.4867523134216 5.13754269148976)";6213158.0000000000;LS
"POINT (51.4871416656933 5.14132378878669)";6213159.0000000000;LS
"POINT (51.4885161956928 5.13592088106156)";6213160.0000000000;LS
"POINT (51.488309328013 5.14003900629985)";6213161.0000000000;LS
"POINT (51.5782787968284 5.14663601253501)";6213208.0000000000;LS
"POINT (51.5800361178787 5.1473353692134)";6213209.0000000000;LS
"POINT (51.5829154371479 5.14464747267159)";6213210.0000000000;LS
"POINT (51.5822167078191 5.14310537518728)";6213211.0000000000;LS
"POINT (51.5834119748125 5.14434121162186)";6213212.0000000000;LS
"POINT (51.5841541816196 5.14407551242061)";6213213.0000000000;LS
"POINT (51.582726191933 5.14827827346649)";6213214.0000000000;LS
"POINT (51.5832269754731 5.14713887935861)";6213215.0000000000;LS
"POINT (51.5857474143854 5.14689453776399)";6213216.0000000000;LS
"POINT (51.5874133781463 5.14651423501154)";6213217.0000000000;LS
"POINT (51.5871176880757 5.14373395152462)";6213218.0000000000;LS
"POINT (51.587689828966 5.14514865131433)";6213219.0000000000;LS
"POINT (51.5886309136925 5.14204869420741)";6213220.0000000000;LS
"POINT (51.5874489143266 5.14909482232553)";6213221.0000000000;LS
"POINT (51.5887521961332 5.14565035779462)";6213222.0000000000;LS
"POINT (51.5897148881884 5.14461917006956)";6213223.0000000000;LS
"POINT (51.6607400309454 4.99851865092822)";6213009.0000000000;LS
"POINT (51.6694232051072 5.003909201312)";6213010.0000000000;LS
"POINT (51.6157743832835 5.01594531485573)";6213011.0000000000;LS
"POINT (51.6238393365332 5.0196019590114)";6213012.0000000000;LS
"POINT (51.6211537982973 5.01417849126406)";6213013.0000000000;LS
"POINT (51.625506712934 5.01348474243891)";6213014.0000000000;LS
"POINT (51.6484937822195 5.01916680462309)";6213015.0000000000;LS
"POINT (51.6495218711371 5.0174489741609)";6213016.0000000000;LS
"POINT (51.6498254748452 5.01859429963107)";6213017.0000000000;LS
"POINT (51.6502160415713 5.01760498474752)";6213018.0000000000;LS
"POINT (51.6508626603618 5.01417419043227)";6213019.0000000000;LS
"POINT (51.6589220287312 5.01726367445992)";6213020.0000000000;LS
"POINT (51.6625741112417 5.01240017561375)";6213021.0000000000;LS
"POINT (51.6627348084434 5.01717690970728)";6213022.0000000000;LS
"POINT (51.6709594303159 5.01157790580983)";6213023.0000000000;LS
"POINT (51.6737570433506 5.01662937633248)";6213024.0000000000;LS
"POINT (51.6493069693655 5.02019953115617)";6213025.0000000000;LS
"POINT (51.65578161574 5.05161428736112)";6213093.0000000000;LS
"POINT (51.6576694115538 5.05170590212315)";6213094.0000000000;LS
"POINT (51.6595769188596 5.04855151008656)";6213095.0000000000;LS
"POINT (51.6598819107857 5.0509409532795)";6213096.0000000000;LS
"POINT (51.6259479938998 5.06568977052342)";6213097.0000000000;LS
"POINT (51.6285809968493 5.0685109239306)";6213098.0000000000;LS
"POINT (51.6283607260337 5.0672925314151)";6213099.0000000000;LS
"POINT (51.6309659228791 5.06917388810781)";6213100.0000000000;LS
"POINT (51.6307808137268 5.06585806859081)";6213101.0000000000;LS
"POINT (51.6625664656606 5.07835504318096)";6213103.0000000000;LS
"POINT (51.6668903490691 5.07573181527604)";6213104.0000000000;LS
"POINT (51.6265610641416 5.06982081231545)";6213105.0000000000;LS
"POINT (51.6253159490248 5.07318600489134)";6213106.0000000000;LS
"POINT (51.6267939392351 5.07273772859952)";6213107.0000000000;LS
"POINT (51.489112064586 5.1423702326113)";6213162.0000000000;LS
"POINT (51.574438591504 5.13806791035725)";6213163.0000000000;LS
"POINT (51.5767227510369 5.14048197030895)";6213164.0000000000;LS
"POINT (51.5788509145135 5.13549309486287)";6213165.0000000000;LS
"POINT (51.5816296654551 5.14087686424731)";6213166.0000000000;LS
"POINT (51.5810881129596 5.13838084878734)";6213167.0000000000;LS
"POINT (51.5807545750588 5.13544755726247)";6213168.0000000000;LS
"POINT (51.5797995667195 5.1372065626425)";6213169.0000000000;LS
"POINT (51.4180350697191 5.14503094196077)";6212942.0000000000;LS
"POINT (51.4057345685484 5.14884809573272)";6212943.0000000000;LS
"POINT (51.4078995298405 5.14738419155628)";6212944.0000000000;LS
"POINT (51.410054180789 5.14922652423516)";6212945.0000000000;LS
"POINT (51.4027708066263 5.15089879123268)";6212946.0000000000;LS
"POINT (51.4064256647404 5.15069729242154)";6212947.0000000000;LS
"POINT (51.3878979472597 5.16356241513759)";6212948.0000000000;LS
"POINT (51.4065948093526 5.15958964917373)";6212950.0000000000;LS
"POINT (51.4104539284272 5.1608948856218)";6212951.0000000000;LS
"POINT (51.4091088169192 5.16744463964181)";6212952.0000000000;LS
"POINT (51.4079380943051 5.15895033683543)";6212953.0000000000;LS
"POINT (51.3855629611573 5.18425440596573)";6212954.0000000000;LS
"POINT (51.405834512439 5.18321585821465)";6212955.0000000000;LS
"POINT (51.4071051066291 5.17518710925843)";6212956.0000000000;LS
"POINT (51.3892210858743 5.17541588942402)";6212957.0000000000;LS
"POINT (51.3890143079542 5.17835599163099)";6212958.0000000000;LS
"POINT (51.3877195701495 5.17924031135176)";6212959.0000000000;LS
"POINT (51.3900411635154 5.18325965099049)";6212960.0000000000;LS
"POINT (51.4050871236752 5.18949698470559)";6212961.0000000000;LS
"POINT (51.6226314812747 5.20248225218003)";6212962.0000000000;LS
"POINT (51.5433190044031 5.06526416532207)";6212963.0000000000;LS
"POINT (51.6536019676961 4.94126102687057)";6212964.0000000000;LS
"POINT (51.6823534228409 4.94422189428612)";6212965.0000000000;LS
"POINT (51.6965538908588 4.94343776481157)";6212966.0000000000;LS
"POINT (51.6994997776955 4.94284694202982)";6212967.0000000000;LS
"POINT (51.6568981101254 4.94073346367418)";6212968.0000000000;LS
"POINT (51.6592065129323 4.94239849050067)";6212969.0000000000;LS
"POINT (51.6585060409037 4.9400115074124)";6212970.0000000000;LS
"POINT (51.6583652755352 4.94321598285444)";6212971.0000000000;LS
"POINT (51.6589810501061 4.94352365237872)";6212972.0000000000;LS
"POINT (51.6601387024088 4.94075788687771)";6212973.0000000000;LS
"POINT (51.6840555023916 4.94236812911152)";6212974.0000000000;LS
"POINT (51.6849813051342 4.94296341746816)";6212975.0000000000;LS
"POINT (51.6878315810115 4.93981984421484)";6212976.0000000000;LS
"POINT (51.6890034607933 4.93959181306589)";6212977.0000000000;LS
"POINT (51.6880350461533 4.94233592953684)";6212978.0000000000;LS
"POINT (51.6875200259799 4.94420775797479)";6212979.0000000000;LS
"POINT (51.6869552785145 4.94006316962404)";6212980.0000000000;LS
"POINT (51.6891296394733 4.94359681991723)";6212981.0000000000;LS
"POINT (51.6902574031615 4.94499295017507)";6212982.0000000000;LS
"POINT (51.7030029230929 4.94219563954489)";6212983.0000000000;LS
"POINT (51.6753560795126 5.08096085926217)";6212812.0000000000;LS
"POINT (51.4178803890421 5.18787552599064)";6212813.0000000000;LS
"POINT (51.4864835735818 5.1094318296898)";6212814.0000000000;LS
"POINT (51.4763833007649 5.12184388755473)";6212815.0000000000;LS
"POINT (51.4887588692413 5.12210775324014)";6212816.0000000000;LS
"POINT (51.5282433032954 5.11841068037836)";6212817.0000000000;LS
"POINT (51.4451992954886 5.13839440057755)";6212818.0000000000;LS
"POINT (51.4499658152826 5.14046458286234)";6212819.0000000000;LS
"POINT (51.4506719906593 5.14025209006855)";6212820.0000000000;LS
"POINT (51.4624221316699 5.13997144941429)";6212821.0000000000;LS
"POINT (51.6749752538515 5.08390332128646)";6212822.0000000000;LS
"POINT (51.4849093540317 5.13807938450008)";6212823.0000000000;LS
"POINT (51.4859196497036 5.1348625411767)";6212824.0000000000;LS
"POINT (51.487518202039 5.13844314131821)";6212825.0000000000;LS
"POINT (51.4876225456961 5.12974309534652)";6212826.0000000000;LS
"POINT (51.674512010095 5.06728532676032)";6212895.0000000000;LS
"POINT (51.6797410666135 5.06438252900455)";6212896.0000000000;LS
"POINT (51.6800929245432 5.06193196125236)";6212897.0000000000;LS
"POINT (51.67851845593 5.06358189240862)";6212898.0000000000;LS
"POINT (51.681416853847 5.06583201832084)";6212899.0000000000;LS
"POINT (51.4845124493876 4.65812503367936)";6276154.0000000000;LS
"POINT (51.6819697877231 5.06215247780285)";6212901.0000000000;LS
"POINT (51.6836168933631 5.06569096544726)";6212902.0000000000;LS
"POINT (51.6725565550394 5.06946508495226)";6212903.0000000000;LS
"POINT (51.6751571527512 5.07491049668148)";6212904.0000000000;LS
"POINT (51.6779149517179 5.07131509263388)";6212905.0000000000;LS
"POINT (51.6834898522013 5.07029768823433)";6212906.0000000000;LS
"POINT (51.6736458351918 5.0780406878387)";6212907.0000000000;LS
"POINT (51.6726288254369 5.07884009110216)";6212908.0000000000;LS
