WKT;ID;SPANNINGSN
"POINT (52.6736977643024 6.28457774524373)";372854.0000000000;MS
"POINT (52.7244594792287 6.24538418872197)";372778.0000000000;MS
"POINT (52.7630734091481 6.36200993401862)";372626.0000000000;MS
"POINT (52.6968220608452 6.32240808964436)";372870.0000000000;MS
"POINT (52.7248568654511 6.57296951504049)";372833.0000000000;MS
"POINT (51.571918335409 5.07377319126039)";400461.0000000000;MS
"POINT (51.3557455028332 5.15747081440973)";405961.0000000000;MS
"POINT (51.6003744284208 5.14306766985938)";401129.0000000000;MS
"POINT (51.692035007617 4.98256968437511)";409138.0000000000;MS
"POINT (52.3346380823057 6.48674325983631)";398695.0000000000;MS
"POINT (52.256115005171 6.703692954304)";399087.0000000000;MS
"POINT (51.3462388690927 5.47158223380293)";338854.0000000000;MS
"POINT (52.3755628662238 6.71738173530424)";398374.0000000000;MS
"POINT (52.2914793292337 6.56186227180712)";398336.0000000000;MS
"POINT (52.5599929571461 6.6227387143611)";399715.0000000000;MS
"POINT (50.873947419936 5.92903438028319)";409994.0000000000;MS
"POINT (51.5677717466371 4.61685505665365)";409140.0000000000;MS
"POINT (51.60119671415 5.00161042341492)";398777.0000000000;MS
"POINT (51.6931512414109 4.8830235304492)";398466.0000000000;MS
"POINT (52.4056160785189 6.78621326116458)";399092.0000000000;MS
"POINT (52.4191853961261 6.73156274431685)";399093.0000000000;MS
"POINT (51.6846221999783 5.09091394696046)";345348.0000000000;MS
"POINT (52.6708928009055 6.42817382772985)";372964.0000000000;MS
"POINT (51.5784045977414 5.13649767271956)";408075.0000000000;MS
"POINT (52.654869635764 6.73512428458165)";373139.0000000000;MS
"POINT (52.6520438239283 6.727538178592)";399667.0000000000;MS
"POINT (52.6583493330782 6.74328615064727)";373167.0000000000;MS
"POINT (52.2591001157925 6.8129890302386)";408390.0000000000;MS
"POINT (51.7764972883421 5.10095569702348)";347695.0000000000;MS
"POINT (51.7648447287311 5.12152980658103)";347696.0000000000;MS
"POINT (51.7308263722139 5.05054663407138)";347697.0000000000;MS
"POINT (53.1647224317629 6.37989264082208)";408097.0000000000;MS
"POINT (51.4811363463963 5.38086087912927)";398741.0000000000;MS
"POINT (51.7367485191037 5.08812908704143)";347682.0000000000;MS
"POINT (51.6060432304491 4.77503548508488)";347674.0000000000;MS
"POINT (50.8484597471138 5.99152105993984)";398800.0000000000;MS
"POINT (52.8477450467198 6.34087906319687)";373497.0000000000;MS
"POINT (52.6622515846098 5.98987492848982)";400191.0000000000;MS
"POINT (53.1829129641813 6.24669556748234)";400379.0000000000;MS
"POINT (52.5277761909288 6.09576031583214)";408391.0000000000;MS
"POINT (52.9216731173201 6.26833918806024)";373515.0000000000;MS
"POINT (52.9421172359468 6.61132164354364)";373288.0000000000;MS
"POINT (52.8562323193224 6.21180342662011)";373525.0000000000;MS
"POINT (52.8549196799329 6.51996965102394)";373378.0000000000;MS
"POINT (52.8656995116502 6.63649004421591)";373314.0000000000;MS
"POINT (51.5412635878841 4.924366502154)";409044.0000000000;MS
"POINT (52.936815235094 7.00530827804433)";405070.0000000000;MS
"POINT (52.5092772270368 6.26228507235403)";405336.0000000000;MS
"POINT (52.9833332392594 6.57680269452642)";373734.0000000000;MS
"POINT (53.002855494959 6.50651122457566)";373816.0000000000;MS
"POINT (52.9153604083392 6.40963801270464)";373822.0000000000;MS
"POINT (51.6291475288457 4.83835773747322)";409947.0000000000;MS
"POINT (52.9970265407655 6.55401667726777)";373665.0000000000;MS
"POINT (51.4393473612424 4.95068946891301)";347739.0000000000;MS
"POINT (52.9982127601164 6.56924386786019)";373756.0000000000;MS
"POINT (52.3793742088547 6.89849055412373)";401028.0000000000;MS
"POINT (53.0101648164053 6.5543505932866)";373673.0000000000;MS
"POINT (52.9861271309649 6.64748748921766)";373617.0000000000;MS
"POINT (52.3752018662973 6.77639213751052)";401030.0000000000;MS
"POINT (51.463657638062 4.86939710388459)";347745.0000000000;MS
"POINT (51.2785460341862 5.75270805824146)";403279.0000000000;MS
"POINT (51.6001847163027 4.82052466866692)";348990.0000000000;MS
"POINT (51.644920893462 4.59527425323897)";349123.0000000000;MS
"POINT (53.1365296639979 7.04394899556981)";376209.0000000000;MS
"POINT (51.8019205049951 4.92793912720663)";349001.0000000000;MS
"POINT (51.6616617193194 4.55721169995793)";349134.0000000000;MS
"POINT (51.5887734461502 4.65174551800475)";349513.0000000000;MS
"POINT (51.6293773685129 4.87259929271484)";349527.0000000000;MS
"POINT (51.8029418633932 4.88815099581991)";349838.0000000000;MS
"POINT (51.6989827085563 4.87257192993336)";349644.0000000000;MS
"POINT (51.8030400498007 4.87151225595333)";349859.0000000000;MS
"POINT (51.8091429563565 4.88311166080815)";349862.0000000000;MS
"POINT (53.1191956329159 6.89001474193151)";376349.0000000000;MS
"POINT (51.5857047881034 4.78716221194518)";349884.0000000000;MS
"POINT (51.7031181788994 4.84303305215587)";349593.0000000000;MS
"POINT (51.690274057923 4.83918409392662)";349607.0000000000;MS
"POINT (53.1014862736634 6.88410330246502)";376355.0000000000;MS
"POINT (51.2755425741791 5.72255026335823)";409900.0000000000;MS
"POINT (53.0538479699046 6.84960979824381)";376440.0000000000;MS
"POINT (51.5808402834154 4.7858284472098)";349902.0000000000;MS
"POINT (53.0976802628618 6.99222160077167)";376447.0000000000;MS
